priority,score,countries,document_date,document_type,document_no,document_title,source_series,local_identifier,folder_title,folder_naid,page_start,page_end,extraction,themes,review_reason,ocr_snippet,access_restriction,source_note,page_link,pdf_url,catalog_url
Medium,60,Colombia,"December 20, 1989",Memorandum of Telephone Conversation,,Telephone Conversation with President Barco B LL,Latin American Directorate Chronological Files,CF00303-016,"December 16, 1989-December 31, 1989 [2]",470766473,38,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","CONFIDENTIAL CONFIDENTIAL 10246 LIDAR: THE WHITE HOUSE Ui IRON WASHINGTON Bas int cra — Feagthse te my Com vsasntion ~ The GRisssat Aas PLESAd y Psisd Baxco 70 E8log 2g Pa 2n S200 AAS MEMORANDUM OF TELEPHONE CONVERSATION Fspea SOQ) Sayin § As Lord soz what Az +0 SUBJECT: Telephone Conversation with President Barco B LL of Colombia (U) z PARTICIPANTS: The President Virgilio Barco Notetaker: David Pacelli DATE, TIME De",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-016, December 16, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf#page=38,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf,https://catalog.archives.gov/id/470766473
Medium,60,Argentina,"December 20, 1989",Memorandum of Telephone Conversation,,Telephone Conversation with President Menem,Latin American Directorate Chronological Files,CF00303-016,"December 16, 1989-December 31, 1989 [2]",470766473,17,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","-CONFEDENPIAL CONAIBEN HAL 10247 THE WHITE HOUSE WASHINGTON DECLASSIFIED PER E.O. 12958, AS AMENDED dtb - O4,4- F oto Gal MEMORANDUM OF TELEPHONE CONVERSATION SUBJECT: Telephone Conversation with President Menem of Argentina (U) PARTICIPANTS: The President Carlos Menem Interpreter: Stephanie van Reigersberg Notetaker: David Pacelli DATE, TIME December 20, 1989, 3:41 - 3:54 am, EDT AND PLACE: The Oval Office The Presi",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-016, December 16, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf#page=17,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf,https://catalog.archives.gov/id/470766473
Medium,60,Venezuela,"December 20, 1989",Memorandum of Telephone Conversation,,Telephone Conversation with President Perez,Latin American Directorate Chronological Files,CF00303-016,"December 16, 1989-December 31, 1989 [2]",470766473,48,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","CONESDENST A FONABENTL 10248 THE WHITE HOUSE WASHINGTON DECLASSIFIED PER E.O. 12958, AS AMENDED d000- 0494-F 55 6/AleA MEMORANDUM OF TELEPHONE CONVERSATION SUBJECT: Telephone Conversation with President Perez of Venezuela (U) PARTICIPANTS: The President Carlos Andres Perez Interpreter: Stephanie van Reigersberg Notetaker: David Pacelli DATE, TIME December 20, 1989, 3:26 ~ 3:40 a.m. EST AND PLACE: The Oval Office The",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-016, December 16, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf#page=48,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf,https://catalog.archives.gov/id/470766473
Medium,60,Venezuela,"December 20, 1989",Memorandum of Telephone Conversation,,Telephone Conversation with President Perez,Latin American Affairs Directorate Subject Files,CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",470766533,4,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","COM “OUI rl J CITI i a Liv fl AC 10248 Cp DECLASSIFIED THE WHITE HOUSE PER E.0. 12958, AS AMENDED 8000 -O494- F @A g2iloa WASHINGTON MEMORANDUM OF TELEPHONE CONVERSATION SUBJECT: Telephone Conversation with President Perez of Venezuela (U) PARTICIPANTS: The President Carlos Andres Perez Interpreter: Stephanie van Reigersberg Notetaker: David Pacelli DATE, TIME December 20, 1989, 3:26 - 3:40 a.m. EST AND PLACE: The Ov",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=4,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533
Medium,60,Venezuela,"December 20, 1989",Memorandum of Telephone Conversation,,Transmittal of Memorandum of Conversation of the,Latin American Directorate Chronological Files,CF00303-016,"December 16, 1989-December 31, 1989 [2]",470766473,47,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","CONFIDENT EAT 10248 NATIONAL SECURITY COUNCIL WASHINGTON, D.C, 20506 MEMORANDUM FOR MR. J. STAPLETON ROY Executive Secretary Department of State SUBJECT: Transmittal of Memorandum of Conversation of the President's Telephone Call to President Perez of Venezuela (U) The memorandum of conversation of the President's telephone call to Venezuelan President Perez on December 20, 1989, attached at Tab A, should be forwarde",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-016, December 16, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf#page=47,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf,https://catalog.archives.gov/id/470766473
Medium,60,Argentina,"December 21, 1989",Memorandum,,Alerting NSCS on Presidential,Latin American Affairs Directorate Subject Files,CF00196-018,"Latin America - Churches - January 20, 1989-December 31, 1989",470766604,6,,ocr-document-start,"Latin America; presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; Latin America, presidential diplomacy, regional policy; document text visible in OCR","S/S 8929354 United States Department of State 10326 Washington, D.C. 20520 December 21, 1989 MEMORANDUM FOR: Mr. Philip Hughes Executive Secretary National Security Council Staff The White House SUBJECT: Alerting NSCS on Presidential Correspondence Enclosed is the original of a letter to President Bush from Rolando Seto and Bishop Federico J. Pagura of Argentina which is transmitted for your information. This corresp",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00196, CF00196-018, Latin America - Churches - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00196-018.pdf#page=6,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00196-018.pdf,https://catalog.archives.gov/id/470766604
Medium,60,Venezuela,"December 21, 1989",Memorandum of Telephone Conversation,,Memorandum of Telephone Conversation with,Latin American Directorate Chronological Files,CF00303-016,"December 16, 1989-December 31, 1989 [2]",470766473,46,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","sesanmat. ——DENFIDENTIAE = puppy pyr soo NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 December 21, 1989 ACTION MEMORANDUM FOR G. PHILIP HUGHES THROUGH: WILLIAM T. PRYCE we FROM: DAVID A PACELLI (IM SUBJECT: Memorandum of Telephone Conversation with President Perez of Venezuela Attached at Tab A is the Memorandum of Telephone Conversation between the President and Venezuelan President Perez on December 20, 1989. T",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-016, December 16, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf#page=46,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-016.pdf,https://catalog.archives.gov/id/470766473
Medium,60,Argentina,"December 22, 1989",Memorandum of Telephone Conversation,,Transmittal of Memorandum of Conversation of the,Latin American Affairs Directorate Subject Files,CF00189-005,"Argentina - January 20, 1989-December 31, 1989 [1]",470766478,16,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","a NATIONAL SECURITY COUNCIL WASHINGTON, DC 20506 December 22, 1989 MEMORANDUM FOR MR. J. STAPLETON ROY Executive Secretary Department of State 10247 SUBJECT: Transmittal of Memorandum of Conversation of the President’s Telephone Call to President Menem of Argentina (U) The memorandum of conversation of the President’s telephone call 1989, attached at Tab A, should be forwarded to Assistant Secretary Bernard Aronson a",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-005, Argentina - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf#page=16,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-005.pdf,https://catalog.archives.gov/id/470766478
Medium,60,Colombia,"December 22, 1989",Memorandum of Telephone Conversation,,Transmittal of Memorandum of Conversation of the,Latin American Affairs Directorate Subject Files,CF00195-007,"Colombia - January 20, 1989-December 31, 1989 [1]",470766564,38,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","NATIONAL SECURITY COUNCIL WASHINGTON, D.C, 20506 December 22, 1989 MEMORANDUM FOR MR. J. STAPLETON ROY Executive Secretary | Department of State SUBJECT: Transmittal of Memorandum of Conversation of the | President's Telephone Call to President Barco of Colombia (U). The memorandum of conversation of the President’s telephone call to Colombia President Barco on December 20, 1989, attached at Tab A, should be forwarde",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=38,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564
Medium,60,Venezuela,"December 22, 1989",Memorandum of Telephone Conversation,,Transmittal of Memorandum of Conversation of the,Latin American Affairs Directorate Subject Files,CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",470766533,3,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","10248 NATIONAL SECURITY COUNCIL WASHINGTON. D.C. 20506 December 22, 1989 MEMORANDUM FOR MR. J. STAPLETON ROY Executive Secretary Department of State SUBJECT: Transmittal of Memorandum of Conversation of the President’s Telephone Call to President Perez of Venezuela (U) The memorandum of conversation of the President’s telephone call to Venezuelan President Perez on December 20, 1989, attached at Tab A, should be forw",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=3,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533
Medium,60,Colombia,"December 4, 1989",Memorandum of Telephone Conversation,,Transmittal of Memorandum of Conversation of the,Latin American Affairs Directorate Subject Files,CF00195-007,"Colombia - January 20, 1989-December 31, 1989 [1]",470766564,67,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","TONFIBEN TAL CONFIDENTIAL 9555 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 December 4, 1989 MEMORANDUM FOR J. STAPLETON ROY Executive Secretary Department of State SUBJECT: Transmittal of Memorandum of Conversation of the Presidents’s Telephone Call to President Barco of Colombia (U) The memorandum of conversation of the President’s telephone call to Colombia President Barco on November 27, 1989 attached at Tab",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=67,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564
Medium,60,Colombia,"December 5, 1989",Memorandum,,Letter Re Candidate for President of Colombia,Latin American Affairs Directorate Subject Files,CF00195-007,"Colombia - January 20, 1989-December 31, 1989 [1]",470766564,60,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","9698 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 Dez... Advisor December 5, 1989 Deputy Nai hag PAdy; Seen Sor € iN rm, ACTION MEMORANDUM FOR ROBERT M. GATES 5 FROM: WILLIAM T. PRYCE SUBJECT: Letter Re Candidate for President of Colombia Governor Sununu has asked for comments on a letter from Roger Ailes asking if we see any reason why he should not assist in the campaign of Rodrigo Lloreda Caicedo, the Social C",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=60,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564
Medium,60,Brazil,"December 7, 1989",Memorandum,,Alerting NSCS on Presidential,Latin American Affairs Directorate Subject Files,CF00189-013,"Brazil - January 20, 1989-December 31, 1989 [1]",470766486,22,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","+ ~ 9901 S/S 8928393 United States Department of State Washington, D.C. 20520 December 7, 1989 MEMORANDUM FOR: Mr. Philip Hughes ' Executive Secretary National Security Council Staff The White House SUBJECT: Alerting NSCS on Presidential Correspondence Enclosed is the original of a letter to President Bush from President Jose Sarney of Brazil which is transmitted for your information. This correspondence was received",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=22,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486
Medium,60,Colombia,"December 7, 1989",Memorandum,,Letter Concerning Candidate for President of,Latin American Affairs Directorate Subject Files,CF00195-007,"Colombia - January 20, 1989-December 31, 1989 [1]",470766564,59,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","9698 NATIONAL SECURITY COUNCIL PLICE WASHINGTON, 0.C. 20506 December 7, 1989 MEMORANDUM FOR THE CHIEF OF STAFF FROM: ROBERT M. GATES SUBJECT: Letter Concerning Candidate for President of Colombia This is in response to your note concerning Roger Ailes’ working for Rodrigo Lloreda Caicedo, the Social Conservative candidate for president of Colombia. We have checked with State and neither we nor they see any problem in",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=59,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564
Medium,60,Brazil,"February 16, 1989",Memorandum,,Letter from President Bush thanking OAS,Latin American Directorate Chronological Files,CF00300-006,"February 1, 1989-March 1, 1989 [2]",470766407,48,,ocr-document-start,"presidential diplomacy; regional policy","memorandum form; Presidential or NSC principals; presidential diplomacy, regional policy; document text visible in OCR","' 8902315 - United States Department of State Washington, D.C. 20520 0937 February 16, 1989 MEMORANDUM FOR BRENT SCOWCROFT THE WHITE HOUSE Subject: Letter from President Bush thanking OAS Secretary General for congratulatory note Attached is a draft letter from President Bush to the Secretary General of the Organization of American States, Joao Clemente Baena Soares, thanking him for the congratu- latory note he sent",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-006, February 1, 1989-March 1, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-006.pdf#page=48,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-006.pdf,https://catalog.archives.gov/id/470766407
Medium,60,Venezuela,"February 28, 1989",Memorandum,,Rioting in Venezuela,Latin American Directorate Chronological Files,CF00300-005,"February 1, 1989-March 1, 1989 [1]",470766406,9,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","CONFIDENTIAL 1245 NATIONAL SECURITY COUNCIL WASHINGTON, D.C. 20506 February 28, 1989 INFORMATION MEMORANDUM FOR BRENT SCOWCROFT THROUGH: ROBERT S. PASTORINO FROM: DAVID A. PACELLI CHRON FILE SUBJECT: Rioting in Venezuela Embassy and press reporting indicate dozens have been killed and several hundred injured in rioting sparked by recent price increases. President Perez has suspended constitutional rights, including t",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-005, February 1, 1989-March 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-005.pdf#page=9,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-005.pdf,https://catalog.archives.gov/id/470766406
Medium,60,Venezuela,"February 28, 1989",Memorandum,,Rioting in Venezuela,Latin American Affairs Directorate Subject Files,CF00193-019,"Venezuela - January 20, 1989-December 31, 1989 [2]",470766534,125,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","Botrmcaarcrscseenasd yo (As 1245 NATIONAL SECURITY COUNCIL V ~ WASHINGTON, D.C. 20506 Vretitee February 28, 1989 INFORMATION MEMORANDUM FOR BRENT SCOWCROFT. (( pay (°* THROUGH: ROBERT S. PASTORINO at par 1 Sec Advigor FROM: DAVID A. PACELLI v has seen SUBJECT: Rioting in Venezuela Embassy and press reporting indicate dozens have been killed and several hundred injured in rioting sparked by recent price increases. Pre",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-019, Venezuela - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf#page=125,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-019.pdf,https://catalog.archives.gov/id/470766534
Medium,60,Argentina,"February 6, 1989",Memorandum,,Alerting NSCS on Presidential,Latin American Affairs Directorate Subject Files,CF00189-008,"Argentina - January 20, 1989-December 31, 1989 [4]",470766481,92,,ocr-document-start,presidential diplomacy,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR","S/S 8902451 United States Department of State Washington, D.C. 20520 0429 ADD-ON 1 February 6, 1989 Mr. Philip Hughes MEMORANDUM FOR: The Executive Secretary National Security Council Staff SUBJECT: Alerting NSCS on Presidential Correspondence Enclosed is the original of a letter to President Bush from President Raul R. Alfonsin of Argentina which is transmitted for your information. This correspondence was received",Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-008, Argentina - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf#page=92,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-008.pdf,https://catalog.archives.gov/id/470766481
