annotation_order,priority,annotation_type,anchor_chapter_country,anchor_date,anchor_document_type,anchor_title,context_date,context_distance_days,context_title,context_source,context_priority_or_status,issue_or_theme,recommended_annotation_use,source_note,anchor_pdf_url,anchor_catalog_url,context_link,anchor_record_id,context_record_id
28,High,Nearby high-priority print lead,Brazil,1989-02-25,Memcon,Memorandum of Conversation,"February 25, 1989",0,President's Meeting with President,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-02-25--Sarney.pdf,https://catalog.archives.gov/id/428079873,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=22,bush-library-428079873,subject-print-470766487-22-memorandum-of-conversation
29,High,Nearby high-priority print lead,Brazil,1989-02-25,Memcon,Memorandum of Conversation,"February 23, 1989",-2,Background for the President’s Meeting with Sarney,Latin American Directorate Chronological Files,High / 90,"debt and economy; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00300, CF00300-005, February 1, 1989-March 1, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-02-25--Sarney.pdf,https://catalog.archives.gov/id/428079873,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00300-005.pdf#page=53,bush-library-428079873,chronological-print-470766406-53-memorandum
30,High,Nearby high-priority print lead,Brazil,1989-05-17,Telcon,Memorandum of Telephone Conversation,"May 17, 1989",0,Recommended Presidential Phone Call to Brazilian,Latin American Directorate Chronological Files,High / 78,"presidential diplomacy; regional policy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-015, May 16, 1989-May 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-015.pdf#page=31,bush-library-428082459,chronological-print-470766432-31-memorandum
31,High,Nearby high-priority print lead,Brazil,1989-05-17,Telcon,Memorandum of Telephone Conversation,"May 17, 1989",0,Recommended Presidential Phone Call to Brazilian,Latin American Affairs Directorate Subject Files,High / 78,"presidential diplomacy; regional policy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=7,bush-library-428082459,subject-print-470766487-7-memorandum
32,High,Nearby high-priority print lead,Brazil,1989-05-17,Telcon,Memorandum of Telephone Conversation,"May 17, 1989",0,Telephone Call from President Bush to,Latin American Directorate Chronological Files,High / 78,"presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-014, May 16, 1989-May 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf#page=91,bush-library-428082459,chronological-print-470766431-91-memorandum-of-telephone-conversation
33,High,Nearby high-priority print lead,Brazil,1989-05-17,Telcon,Memorandum of Telephone Conversation,"May 17, 1989",0,Telephone Call from President Bush to,Latin American Affairs Directorate Subject Files,High / 78,"presidential diplomacy; panama spillover","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=136,bush-library-428082459,subject-print-470766486-136-memorandum-of-telephone-conversation
34,High,Nearby high-priority print lead,Brazil,1989-05-17,Telcon,Memorandum of Telephone Conversation,"May 19, 1989",2,NATIONAL SECURITY COUNCIL,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=135,bush-library-428082459,subject-print-470766486-135-memorandum-of-conversation
35,High,Nearby high-priority print lead,Brazil,1989-05-17,Telcon,Memorandum of Telephone Conversation,"May 19, 1989",2,The President’s Telephone Conversation with,Latin American Directorate Chronological Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-014, May 16, 1989-May 30, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-05-17--Sarney.pdf,https://catalog.archives.gov/id/428082459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-014.pdf#page=90,bush-library-428082459,chronological-print-470766431-90-memorandum-of-conversation
36,High,Nearby high-priority print lead,Brazil,1990-12-03,Memcon,Memorandum of Conversation,"December 6, 1990",3,Uruguay Round Report,Timothy E. Deal Subject Files,High / 92,"debt and economy; presidential diplomacy; trade policy; environment","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Deal, Timothy E., Files, Subject Files, OA/ID CF00972, CF00972-031, Uruguay Round [6]. Access restriction: Restricted - Possibly. FOIA 2023-1227-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-03--Collor-de-Mello.pdf,https://catalog.archives.gov/id/428081233,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/deal/subject_2554810/41-bpr-nsc-deal-subj-cf00972-031.pdf#page=6,bush-library-428081233,deal-print-452050622-6-memorandum
37,High,Partial release / alternate-copy check,Chile,1992-05-13,Memcon,Memorandum of Conversation,1992-05-13,,Memorandum of Conversation,Presidential Memcon Files,Partial,"Latin America; South America; Chile; Bush Library Memcons and Telcons; Memcon","Before printing or annotating this document, check parallel Scowcroft, backup, later-release, or agency files for a less-redacted copy.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-January 1992-June 1992]: May 1992. Declassified; partial release: Partial.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-05-13--Azocar.pdf,https://catalog.archives.gov/id/428082199,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1992-05-13--Azocar.pdf,bush-library-428082199,bush-library-428082199
38,High,Nearby high-priority print lead,Colombia,1989-03-08,Telcon,Memorandum of Telephone Conversation,"March 9, 1989",1,President’s Telephone Call to Colombian President,Latin American Affairs Directorate Subject Files,High / 78,"democracy; presidential diplomacy; regional policy; ussr/cuba","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-010, Colombia - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-08--Barco.pdf,https://catalog.archives.gov/id/428079919,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-010.pdf#page=57,bush-library-428079919,subject-print-470766567-57-memorandum
39,High,Nearby high-priority print lead,Colombia,1989-03-08,Telcon,Memorandum of Telephone Conversation,"March 9, 1989",1,Presidential Telephone Call to President Barco,Latin American Affairs Directorate Subject Files,High / 78,"democracy; presidential diplomacy; ussr/cuba","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-010, Colombia - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-03-08--Barco.pdf,https://catalog.archives.gov/id/428079919,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-010.pdf#page=63,bush-library-428079919,subject-print-470766567-63-memorandum
40,High,Nearby high-priority print lead,Colombia,1989-04-14,Telcon,Memorandum of Telephone Conversation,"April 14, 1989",0,Talking Points for Phone Call to President Barco,Latin American Affairs Directorate Subject Files,High / 72,presidential diplomacy,"Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-010, Colombia - January 20, 1989-December 31, 1989 [4]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-04-14--Barco.pdf,https://catalog.archives.gov/id/428079963,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-010.pdf#page=77,bush-library-428079963,subject-print-470766567-77-memorandum
41,High,Nearby high-priority print lead,Colombia,1989-04-14,Telcon,Memorandum of Telephone Conversation,"April 14, 1989",0,Telephone Call to President Barco of Colombia,Latin American Directorate Chronological Files,High / 90,"narcotics; presidential diplomacy","Verify the page image/OCR and decide whether this lead should be printed, used as annotation context, or ruled out against the anchor document.","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-001, April 1, 1989-April 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-04-14--Barco.pdf,https://catalog.archives.gov/id/428079963,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-001.pdf#page=39,bush-library-428079963,chronological-print-470766418-39-memorandum
