sort_date,display_date,volume_date_scope,countries,primary_chapter_country,record_class,document_type,title,subject_or_context,priority_or_status,score,page_count_or_range,source_collection,source_series,source_folder_or_title,local_identifier,naid_or_folder_naid,source_note,provenance_note,review_note,pdf_url,catalog_or_details_url,page_link,record_id
1989-10-26,"October 26, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum,SEA-SEARCH ARMADA,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,98,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Colombia - January 20, 1989-December 31, 1989 [1]",CF00195-007,470766564,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=98,subject-print-470766564-98-memorandum
1989-10-27,10/27/1989,Volume date range,"Argentina; Bolivia; Brazil; Colombia; Ecuador; Guyana; Paraguay; Suriname; Uruguay; Venezuela",Argentina,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 10/27/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 10/27/1989,12809-016,415890159,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/27/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_27_89-12809-016_415890159.pdf,https://catalog.archives.gov/id/415890159,,daily-diary-415890159
1989-10-27,10/27/1989,Volume date range,Colombia,Colombia,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 10/27/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 10/27/1989,12809-015,415890158,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/27/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_27_89-12809-015_415890158.pdf,https://catalog.archives.gov/id/415890158,,daily-diary-415890158
1989-10-27,"October 27, 1989",Volume date range,Venezuela,Venezuela,Print-candidate lead,Memorandum of Conversation,Memorandum of Conversation with Venezuelan,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,24,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Venezuela - January 20, 1989-December 31, 1989 [1]",CF00193-018,470766533,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=24,subject-print-470766533-24-memorandum-of-conversation
1989-10-28,10/28/1989,Volume date range,"Argentina; Brazil; Colombia",Argentina,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 10/28/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 10/28/1989,12809-018,415890161,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/28/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_28_89-12809-018_415890161.pdf,https://catalog.archives.gov/id/415890161,,daily-diary-415890161
1989-10-28,10/28/1989,Volume date range,Argentina,Argentina,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 10/28/1989,Catalog search lead,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 10/28/1989,12809-017,415890160,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/28/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_28_89-12809-017_415890160.pdf,https://catalog.archives.gov/id/415890160,,daily-diary-415890160
1989-10-28,"October 28, 1989",Volume date range,Brazil,Brazil,Print-candidate lead,Memorandum,Alerting NSCS on Presidential,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,54,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [1]",CF00189-013,470766486,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-013, Brazil - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf,https://catalog.archives.gov/id/470766486,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-013.pdf#page=54,subject-print-470766486-54-memorandum
1989-10-28,"october 28, 1989",Volume date range,Chile,Chile,Print-candidate lead,Memorandum,Alerting NSCS on Presidential,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,25,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Chile - January 20, 1989-December 31, 1989",CF00195-005,470766562,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-005, Chile - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2004-0731-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf,https://catalog.archives.gov/id/470766562,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-005.pdf#page=25,subject-print-470766562-25-memorandum
1989-10-29,"October 29, 1989",Volume date range,,Regional/No single country,Print-candidate lead,Memorandum,S/S 8325137 8689,"memorandum form; Presidential or NSC principals; Andean, drug, narcotics; document text visible in OCR",High,90,50,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,Andean [Drug] Summit 1989 [2],CF00189-003,470766476,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-003, Andean [Drug] Summit 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf,https://catalog.archives.gov/id/470766476,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-003.pdf#page=50,subject-print-470766476-50-memorandum
1989-10-30,"October 30, 1989",Volume date range,"Bolivia; Colombia; Peru",Bolivia,Print-candidate lead,Memorandum,Telephone Call to Colombian President,"memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy, regional policy; document text visible in OCR",High,90,36,George H.W. Bush Library,Latin American Directorate Chronological Files,"October 16, 1989-October 31, 1989 [1]",CF00303-004,470766461,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-004, October 16, 1989-October 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf,https://catalog.archives.gov/id/470766461,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-004.pdf#page=36,chronological-print-470766461-36-memorandum
1989-10-30,"October 30, 1989",Volume date range,"Bolivia; Colombia; Peru",Bolivia,Print-candidate lead,Memorandum,Telephone Call to Colombian President,"memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy, regional policy; document text visible in OCR",High,90,84,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Colombia - January 20, 1989-December 31, 1989 [1]",CF00195-007,470766564,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=84,subject-print-470766564-84-memorandum
1989-10-30,10/30/1989,Volume date range,Colombia,Colombia,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 10/30/1989,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 10/30/1989,12809-022,415890165,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 10/30/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_30_89-12809-022_415890165.pdf,https://catalog.archives.gov/id/415890165,,daily-diary-415890165
1989-10-30,10/30/1989,Volume date range,Colombia,Colombia,Daily diary/backup reference,Presidential Daily Diary,[Presidential Daily Diary] 10/30/1989,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Diary] 10/30/1989,12809-021,415890164,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/30/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_30_89-12809-021_415890164.pdf,https://catalog.archives.gov/id/415890164,,daily-diary-415890164
1989-10-30,1989-10-30,Volume date range,Colombia,Colombia,Declassified memcon/telcon,Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Barco of Colombia, October 30, 1989",Full,,2,Records of the National Security Council (George H. W. Bush Administration),Presidential Telcon Files,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989",[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989,428080315,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 10/30/1989; Type Telcon; Participants Barco, Virgilio; Country Colombia; Release Status Full; NAID 428080315. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Barco of Colombia, October 30, 1989, NAID 428080315. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: October 1989, NAID 325592637. Digital object: 1989-10-30--Barco.pdf, object ID 428080316, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-30--Barco.pdf. Access restriction: Unrestricted.","Verified declassified private record; compare with same-date diary/backup and nearby print leads before final selection.",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-10-30--Barco.pdf,https://catalog.archives.gov/id/428080315,,bush-library-428080315
1989-10-30,"October 30, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum of Telephone Conversation,Telephone Conversation with President Barco,"memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy; document text visible in OCR",High,90,90,George H.W. Bush Library,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=90,chronological-print-470766467-90-memorandum-of-telephone-conversation
1989-10-30,"October 30, 1989",Volume date range,"Colombia; Ecuador; Peru",Colombia,Print-candidate lead,Memorandum of Telephone Conversation,Telephone Conversation with President Barco,"memorandum form; Presidential or NSC principals; narcotics, presidential diplomacy; document text visible in OCR",High,90,90,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Colombia - January 20, 1989-December 31, 1989 [1]",CF00195-007,470766564,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=90,subject-print-470766564-90-memorandum-of-telephone-conversation
1989-11-01,"November 1, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum,Colombian Request for Additional Economic,"memorandum form; Presidential or NSC principals; narcotics, debt and economy, presidential diplomacy; document text visible in OCR",High,78,94,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Colombia - January 20, 1989-December 31, 1989 [1]",CF00195-007,470766564,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=94,subject-print-470766564-94-memorandum
1989-11-01,"November 1, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum,"Deputies Committee Meeting, Thursday,","memorandum form; Andean, drug, narcotics; document text visible in OCR",High,90,85,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,Andean [Drug] Summit 1989 [1],CF00189-002,470766475,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-002, Andean [Drug] Summit 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf,https://catalog.archives.gov/id/470766475,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-002.pdf#page=85,subject-print-470766475-85-memorandum
1989-11-01,"November 1, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum,Status of Sea Search-Armada Case,"memorandum form; document text visible in OCR",Reference,40,120,George H.W. Bush Library,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=120,chronological-print-470766467-120-memorandum
1989-11-01,"November 1, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum,Status of Sea Search-Armada Case,"memorandum form; document text visible in OCR",Reference,40,95,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Colombia - January 20, 1989-December 31, 1989 [1]",CF00195-007,470766564,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=95,subject-print-470766564-95-memorandum
1989-11-01,"November 1, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum of Conversation,Summary of Main Points in the President’s,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,89,George H.W. Bush Library,Latin American Directorate Chronological Files,"November 1, 1989-November 15, 1989 [2]",CF00303-010,470766467,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-010, November 1, 1989-November 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf,https://catalog.archives.gov/id/470766467,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-010.pdf#page=89,chronological-print-470766467-89-memorandum-of-conversation
1989-11-01,"November 1, 1989",Volume date range,Colombia,Colombia,Print-candidate lead,Memorandum of Conversation,Summary of Main Points in the President’s,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",High,72,89,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Colombia - January 20, 1989-December 31, 1989 [1]",CF00195-007,470766564,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00195, CF00195-007, Colombia - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2001-0434-F.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf,https://catalog.archives.gov/id/470766564,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00195-007.pdf#page=89,subject-print-470766564-89-memorandum-of-conversation
1989-11-01,"November 1, 1989",Volume date range,Uruguay,Uruguay,Print-candidate lead,Memorandum,Alerting NSCS on Presidential,"memorandum form; Presidential or NSC principals; presidential diplomacy; document text visible in OCR",Medium,60,65,George H.W. Bush Library,Latin American Affairs Directorate Subject Files,"Uruguay - January 20, 1989-December 31, 1989",CF00193-016,470766531,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-016, Uruguay - January 20, 1989-December 31, 1989. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,"OCR-derived lead; verify the page image, date, title, and folder provenance before printing.",https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf,https://catalog.archives.gov/id/470766531,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-016.pdf#page=65,subject-print-470766531-65-memorandum
1989-11-01,11/1/1989,Volume date range,Venezuela,Venezuela,Daily diary/backup reference,Presidential Daily Backup,[Presidential Daily Backup] 11/1/1989,Matched memcon/telcon date,Restricted - Possibly,,,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,[Presidential Daily Backup] 11/1/1989,12810-002,415890169,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 11/1/1989. Access restriction: Restricted - Possibly.",,"Schedule/supporting-materials evidence; use to confirm timing, calls, meetings, and backup packets.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-002_415890169.pdf,https://catalog.archives.gov/id/415890169,,daily-diary-415890169
