date,catalog_date,source_type,title,countries,relationship,matched_terms,linked_memcon_telcon_titles,local_identifier,naid,empty_folder,access_restriction,source_note,pdf_url,catalog_url
1990-12-10,12/10/1990,Presidential Daily Diary,[Presidential Daily Diary] 12/10/1990,Chile,Catalog search lead,Chile,,12844-011,415890978,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/10/1990. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_10_90-12844-011_415890978.pdf,https://catalog.archives.gov/id/415890978
1990-12-13,12/13/1990,Presidential Daily Backup,[Presidential Daily Backup] 12/13/1990,"Bolivia; Colombia; Peru",Catalog search lead,"Bolivia; Colombia; Peru",,12844-018,415890985,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 12/13/1990. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_13_90-12844-018_415890985.pdf,https://catalog.archives.gov/id/415890985
1990-12-15,12/15/1990,Presidential Daily Backup,[Presidential Daily Backup] 12/15/1990,Argentina,Catalog search lead,"Argentina; Argentine",,12845-004,415890989,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 12/15/1990. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_15_90-12845-004_415890989.pdf,https://catalog.archives.gov/id/415890989
1990-12-17,12/17/1990,Presidential Daily Backup,[Presidential Daily Backup] 12/17/1990,Argentina,Catalog search lead,Argentina,,12845-008,415890993,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 12/17/1990. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_17_90-12845-008_415890993.pdf,https://catalog.archives.gov/id/415890993
1990-12-17,12/17/1990,Presidential Daily Diary,[Presidential Daily Diary] 12/17/1990,Argentina,Catalog search lead,Argentine,,12845-007,415890992,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/17/1990. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_17_90-12845-007_415890992.pdf,https://catalog.archives.gov/id/415890992
1990-12-20,12/20/1990,Presidential Daily Backup,[Presidential Daily Backup] 12/20/1990,"Paraguay; Suriname",Catalog search lead,"Paraguay; Suriname",,12845-014,415890999,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 12/20/1990. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_20_90-12845-014_415890999.pdf,https://catalog.archives.gov/id/415890999
1990-12-20,12/20/1990,Presidential Daily Diary,[Presidential Daily Diary] 12/20/1990,Suriname,Catalog search lead,Suriname,,12845-013,415890998,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/20/1990. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_20_90-12845-013_415890998.pdf,https://catalog.archives.gov/id/415890998
1991-01-11,1/11/1991,Presidential Daily Backup,[Presidential Daily Backup] 1/11/1991,Uruguay,Catalog search lead,Uruguay,,12846-026,415891043,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/11/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_11_91-12846-026_415891043.pdf,https://catalog.archives.gov/id/415891043
1991-01-14,1/14/1991,Presidential Daily Backup,[Presidential Daily Backup] 1/14/1991,Argentina,Matched memcon/telcon date,"Argentina; Menem","Memorandum of a Telephone Conversation; Memorandum of Telephone Conversation",12846-032,415891049,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/14/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_14_91-12846-032_415891049.pdf,https://catalog.archives.gov/id/415891049
1991-01-14,1/14/1991,Presidential Daily Diary,[Presidential Daily Diary] 1/14/1991,Argentina,Matched memcon/telcon date,"Argentine; Menem","Memorandum of a Telephone Conversation; Memorandum of Telephone Conversation",12846-031,415891048,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 1/14/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_14_91-12846-031_415891048.pdf,https://catalog.archives.gov/id/415891048
1991-01-16,1/16/1991,Presidential Daily Backup,[Presidential Daily Backup] 1/16/1991,Uruguay,Matched memcon/telcon date,"Lacalle; Uruguay",Memorandum of Telephone Conversation,12847-002,415891053,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/16/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_16_91-12847-002_415891053.pdf,https://catalog.archives.gov/id/415891053
1991-01-16,1/16/1991,Presidential Daily Diary,[Presidential Daily Diary] 1/16/1991,Uruguay,Matched memcon/telcon date,"Lacalle; Uruguay",Memorandum of Telephone Conversation,12847-001,415891052,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 1/16/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_16_91-12847-001_415891052.pdf,https://catalog.archives.gov/id/415891052
1991-01-17,1/17/1991,Presidential Daily Backup,[Presidential Daily Backup] 1/17/1991,Venezuela,Catalog search lead,Venezuela,,12847-004,415891055,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/17/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_17_91-12847-004_415891055.pdf,https://catalog.archives.gov/id/415891055
1991-01-19,1/19/1991,Presidential Daily Backup,[Presidential Daily Backup] 1/19/1991,Argentina,Matched memcon/telcon date,"Argentina; Menem","Memorandum of a Telephone Conversation; Memorandum of Telephone Conversation",12847-008,415891059,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/19/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_19_91-12847-008_415891059.pdf,https://catalog.archives.gov/id/415891059
1991-01-19,1/19/1991,Presidential Daily Diary,[Presidential Daily Diary] 1/19/1991,Argentina,Matched memcon/telcon date,"Argentine; Menem","Memorandum of a Telephone Conversation; Memorandum of Telephone Conversation",12847-007,415891058,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 1/19/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/1863/186325/content/arcmedia/media/images/40/19/40-1892a.gif,https://catalog.archives.gov/id/415891058
1991-01-25,1/25/1991,Presidential Daily Backup,[Presidential Daily Backup] 1/25/1991,Brazil,Catalog search lead,Brazil,,12847-020,415891071,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/25/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_25_91-12847-020_415891071.pdf,https://catalog.archives.gov/id/415891071
1991-01-31,1/31/1991,Presidential Daily Backup,[Presidential Daily Backup] 1/31/1991,Paraguay,Matched memcon/telcon date,Paraguay,Memorandum of Telephone Conversation,12847-032,415891083,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 1/31/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-01_31_91-12847-032_415891083.pdf,https://catalog.archives.gov/id/415891083
1991-01-31,1/31/1991,Presidential Daily Diary,[Presidential Daily Diary] 1/31/1991,Paraguay,Matched memcon/telcon date,Paraguay,Memorandum of Telephone Conversation,12847-031,415891082,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 1/31/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/opastorage/live/37/1863/186337/content/arcmedia/media/images/40/20/40-1995a.gif,https://catalog.archives.gov/id/415891082
1991-02-08,2/8/1991,Presidential Daily Backup,[Presidential Daily Backup] 2/8/1991,"Argentina; Venezuela",Matched memcon/telcon date,"Argentina; Argentine; Carlos Andres Perez; Menem; Venezuela","Memorandum of a Telephone Conversation; Memorandum of Conversation; Memorandum of Telephone Conversation",12848-016,415891099,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/8/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_08_91-12848-016_415891099.pdf,https://catalog.archives.gov/id/415891099
1991-02-08,2/8/1991,Presidential Daily Diary,[Presidential Daily Diary] 2/8/1991,"Argentina; Venezuela",Matched memcon/telcon date,"Argentina; Argentine; Carlos Andres Perez; Menem; Venezuela","Memorandum of a Telephone Conversation; Memorandum of Conversation; Memorandum of Telephone Conversation",12848-015,415891098,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/8/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/opastorage/live/45/1863/186345/content/arcmedia/media/images/40/21/40-2097a.gif,https://catalog.archives.gov/id/415891098
1991-02-14,2/14/1991,Presidential Daily Backup,[Presidential Daily Backup] 2/14/1991,Peru,Catalog search lead,Peru,,12848-028,415891111,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/14/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_14_91-12848-028_415891111.pdf,https://catalog.archives.gov/id/415891111
1991-02-19,2/19/1991,Presidential Daily Backup,[Presidential Daily Backup] 2/19/1991,"Brazil; Colombia",Catalog search lead,"Brazil; Colombia; Colombian",,12849-010,415891121,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/19/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_19_91-12849-010_415891121.pdf,https://catalog.archives.gov/id/415891121
1991-02-19,2/19/1991,Presidential Daily Diary,[Presidential Daily Diary] 2/19/1991,Brazil,Catalog search lead,Brazil,,12849-009,415891120,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/19/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/opastorage/live/56/1863/186356/content/arcmedia/media/images/40/22/40-2184a.gif,https://catalog.archives.gov/id/415891120
1991-02-20,2/20/1991,Presidential Daily Backup,[Presidential Daily Backup] 2/20/1991,"Paraguay; Peru",Catalog search lead,"Alan Garcia; Andres Rodriguez",,12849-012,415891123,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/20/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_20_91-12849-012_415891123.pdf,https://catalog.archives.gov/id/415891123
1991-02-26,2/26/1991,Presidential Daily Backup,[Presidential Daily Backup] 2/26/1991,"Colombia; Paraguay; Uruguay",Matched memcon/telcon date,"Andres Rodriguez; Barco; Colombia; Colombian; Gaviria; Uruguay",Memorandum of Conversation,12850-002,415891135,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/26/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_26_91-12850-002_415891135.pdf,https://catalog.archives.gov/id/415891135
1991-02-26,2/26/1991,Presidential Daily Diary,[Presidential Daily Diary] 2/26/1991,Colombia,Matched memcon/telcon date,Gaviria,Memorandum of Conversation,12850-001,415891134,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 2/26/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/opastorage/live/62/1863/186362/content/arcmedia/media/images/40/23/40-2260a.gif,https://catalog.archives.gov/id/415891134
1991-02-27,2/27/1991,Presidential Daily Backup,[Presidential Daily Backup] 2/27/1991,"Colombia; Peru",Catalog search lead,"Gaviria; Peru",,12850-004,415891137,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 2/27/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_27_91-12850-004_415891137.pdf,https://catalog.archives.gov/id/415891137
1991-03-04,3/4/1991,Presidential Daily Backup,[Presidential Daily Backup] 3/4/1991,Argentina,Matched memcon/telcon date,"Argentina; Menem","Memorandum of a Telephone Conversation; Memorandum of Telephone Conversation",12850-014,415891147,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/4/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-03_04_91-12850-014_415891147.pdf,https://catalog.archives.gov/id/415891147
1991-03-04,3/4/1991,Presidential Daily Diary,[Presidential Daily Diary] 3/4/1991,Argentina,Matched memcon/telcon date,"Argentine; Menem","Memorandum of a Telephone Conversation; Memorandum of Telephone Conversation",12850-013,415891146,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 3/4/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-03_04_91-12850-013_415891146.pdf,https://catalog.archives.gov/id/415891146
1991-03-05,3/5/1991,Presidential Daily Backup,[Presidential Daily Backup] 3/5/1991,Uruguay,Catalog search lead,Uruguay,,12850-016,415891149,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/5/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-03_05_91-12850-016_415891149.pdf,https://catalog.archives.gov/id/415891149
1991-03-19,3/19/1991,Presidential Daily Backup,[Presidential Daily Backup] 3/19/1991,"Paraguay; Peru; Uruguay; Venezuela",Catalog search lead,"Alan Garcia; Andres Rodriguez; Carlos Andres Perez; Uruguay",,12851-022,415891177,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 3/19/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-03_19_91-12851-022_415891177.pdf,https://catalog.archives.gov/id/415891177
1991-04-04,4/4/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/4/1991,Peru,Catalog search lead,Alan Garcia,,12853-002,415891209,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/4/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_04_91-12853-002_415891209.pdf,https://catalog.archives.gov/id/415891209
1991-04-05,4/5/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/5/1991,Peru,Catalog search lead,Alan Garcia,,12853-004,415891211,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/5/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_05_91-12853-004_415891211.pdf,https://catalog.archives.gov/id/415891211
1991-04-08,4/8/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/8/1991,Peru,Catalog search lead,Alan Garcia,,12853-010,415891217,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/8/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_08_91-12853-010_415891217.pdf,https://catalog.archives.gov/id/415891217
1991-04-09,4/9/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/9/1991,"Uruguay; Venezuela",Matched memcon/telcon date,"Carlos Andres Perez; Uruguay",Memorandum of Telephone Conversation,12853-012,415891219,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/9/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_09_91-12853-012_415891219.pdf,https://catalog.archives.gov/id/415891219
1991-04-09,4/9/1991,Presidential Daily Diary,[Presidential Daily Diary] 4/9/1991,Venezuela,Matched memcon/telcon date,"Carlos Andres Perez; Venezuela",Memorandum of Telephone Conversation,12853-011,415891218,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/9/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_09_91-12853-011_415891218.pdf,https://catalog.archives.gov/id/415891218
1991-04-10,4/10/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/10/1991,Peru,Catalog search lead,Alan Garcia,,12854-002,415891221,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/10/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_10_91-12854-002_415891221.pdf,https://catalog.archives.gov/id/415891221
1991-04-11,4/11/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/11/1991,"Argentina; Peru; Uruguay",Catalog search lead,"Argentina; Argentine; Fujimori; Menem; Peru; Uruguay",,12854-004,415891223,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/11/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_11_91-12854-004_415891223.pdf,https://catalog.archives.gov/id/415891223
1991-04-11,4/11/1991,Presidential Daily Diary,[Presidential Daily Diary] 4/11/1991,"Argentina; Peru",Catalog search lead,"Argentine; Peru",,12854-003,415891222,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/11/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_11_91-12854-003_415891222.pdf,https://catalog.archives.gov/id/415891222
1991-04-12,4/12/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/12/1991,"Argentina; Peru",Catalog search lead,"Alan Garcia; Argentine",,12854-006,415891225,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/12/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_12_91-12854-006_415891225.pdf,https://catalog.archives.gov/id/415891225
1991-04-12,4/12/1991,Presidential Daily Diary,[Presidential Daily Diary] 4/12/1991,Argentina,Catalog search lead,Argentine,,12854-005,415891224,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 4/12/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_12_91-12854-005_415891224.pdf,https://catalog.archives.gov/id/415891224
1991-04-15,4/15/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/15/1991,Uruguay,Catalog search lead,Uruguay,,12854-012,415891231,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/15/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_15_91-12854-012_415891231.pdf,https://catalog.archives.gov/id/415891231
1991-04-17,4/17/1991,Presidential Daily Backup,[Presidential Daily Backup] 4/17/1991,Peru,Catalog search lead,Alan Garcia,,12854-016,415891235,no,Restricted - Possibly,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Backup] 4/17/1991. Access restriction: Restricted - Possibly.",https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_17_91-12854-016_415891235.pdf,https://catalog.archives.gov/id/415891235
