chapter_number,chapter_country,date,date_line,document_type,document_title,subject_line,participants,page_count,release_status,source_bucket,local_identifier,naid,source_title,source_note,provenance_note,frus_topics,pdf_url,catalog_url,daily_diary_backup_titles,daily_diary_backup_pdfs,daily_diary_backup_catalog_urls
12,Venezuela,1989-09-25,"September 25, 1989",Memcon,Memorandum of Conversation,"Meeting with Venezuelan President Carlos Andres Perez, September 25, 1989","George H. W. Bush; Carlos Andres Perez",5,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989,428080229,"Presidential Memcon Files; [Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 9/25/1989; Type Memcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080229. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with Venezuelan President Carlos Andres Perez, September 25, 1989, NAID 428080229. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989, NAID 325377393. Digital object: 1989-09-25--Perez.pdf, object ID 428080230, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551664, 91107-005, source pages 86-89.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Perez.pdf,https://catalog.archives.gov/id/428080229,"[Presidential Daily Backup] 9/25/1989; [Presidential Daily Diary] 9/25/1989","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_25_89-12806-016_415890095.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-09_25_89-12806-015_415890094.pdf","https://catalog.archives.gov/id/415890095; https://catalog.archives.gov/id/415890094"
12,Venezuela,1989-11-01,"November 1, 1989",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with Venezuelan President Carlos Andres Perez, November 1, 1989","George H. W. Bush; Carlos Andres Perez",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989,428080319,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 11/1/1989; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080319. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with Venezuelan President Carlos Andres Perez, November 1, 1989, NAID 428080319. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: November 1989, NAID 325592638. Digital object: 1989-11-01--Perez.pdf, object ID 428080320, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf. Access restriction: Unrestricted.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-11-01--Perez.pdf,https://catalog.archives.gov/id/428080319,"[Presidential Daily Backup] 11/1/1989; [Presidential Daily Diary] 11/1/1989","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-002_415890169.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-001_415890168.pdf","https://catalog.archives.gov/id/415890169; https://catalog.archives.gov/id/415890168"
12,Venezuela,1989-12-20,"December 20, 1989",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Perez of Venezuela, December 20, 1989","George H. W. Bush; Carlos Andres Perez",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: December 1989,428080461,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: December 1989","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: December 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 12/20/1989; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080461. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Perez of Venezuela, December 20, 1989, NAID 428080461. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: December 1989, NAID 325592639. Digital object: 1989-12-20--Perez.pdf, object ID 428080462, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Perez.pdf. Access restriction: Unrestricted.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-12-20--Perez.pdf,https://catalog.archives.gov/id/428080461,"[Presidential Daily Backup] 12/20/1989; [Presidential Daily Diary] 12/20/1989 [EMPTY]","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-12_20_89-12813-022_415890267.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-12_20_89-12813-021_415890266.pdf","https://catalog.archives.gov/id/415890267; https://catalog.archives.gov/id/415890266"
12,Venezuela,1990-02-26,"February 26, 1990",Telcon,Memorandum of Telephone Conversation,"Telephone conversation with President Carlos Andres Perez of Venezuela, February 26, 1990","George H. W. Bush; Carlos Andres Perez",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: February 1990,428080569,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: February 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: February 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/26/1990; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080569. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone conversation with President Carlos Andres Perez of Venezuela, February 26, 1990, NAID 428080569. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: February 1990, NAID 325592641. Digital object: 1990-02-26--Perez.pdf, object ID 428080570, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-02-26--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551690, 91111-005, source pages 76-78.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-02-26--Perez.pdf,https://catalog.archives.gov/id/428080569,"[Presidential Daily Backup] 2/26/1990; [Presidential Daily Diary] 2/26/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-02_26_90-12819-010_415890403.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-02_26_90-12819-009_415890402.pdf","https://catalog.archives.gov/id/415890403; https://catalog.archives.gov/id/415890402"
12,Venezuela,1990-03-21,"March 21, 1990",Telcon,Memorandum of Telephone Conversation,"Telephone conversation with President Carlos Andres Perez of Venezuela, March 21, 1990","George H. W. Bush; Carlos Andres Perez",5,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990,428080615,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 3/21/1990; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080615. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone conversation with President Carlos Andres Perez of Venezuela, March 21, 1990, NAID 428080615. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1990-July 1990]: March 1990, NAID 325592642. Digital object: 1990-03-21--Perez.pdf, object ID 428080616, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-21--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551691, 91111-006, source pages 17-20.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-03-21--Perez.pdf,https://catalog.archives.gov/id/428080615,"[Presidential Daily Backup] 3/21/1990; [Presidential Daily Diary] 3/21/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-03_21_90-12821-016_415890449.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-03_21_90-12821-015_415890448.pdf","https://catalog.archives.gov/id/415890449; https://catalog.archives.gov/id/415890448"
12,Venezuela,1990-04-26,"April 26, 1990",Memcon,Memorandum of Conversation,"Meeting with Carlos Andres Perez of Venezuela, April 26, 1990","George H. W. Bush; Carlos Andres Perez",2,Unrestricted,Presidential Memcon Files,,428080655,Presidential Memcon Files,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files. Access restriction: Unrestricted.","Source: George H.W. Bush Library, Records of the National Security Council (George H. W. Bush Administration), Presidential Memcon Files, NAID 321498039; item Meeting with Carlos Andres Perez of Venezuela, April 26, 1990, NAID 428080655. Digital object: 1990-04-26--Perez.pdf.","Latin America; South America; Venezuela; Presidential Memcon Files; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-04-26--Perez.pdf,https://catalog.archives.gov/id/428080655,"[Presidential Daily Backup] 4/26/1990; [Presidential Daily Diary] 4/26/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-04_26_90-12825-002_415890521.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-04_26_90-12825-001_415890520.pdf","https://catalog.archives.gov/id/415890521; https://catalog.archives.gov/id/415890520"
12,Venezuela,1990-08-13,"August 13, 1990",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Carlos Andres Perez of Venezuela, August 13, 1990","George H. W. Bush; Carlos Andres Perez",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - August 1990-December 1990]: August 1990 [2],428080951,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - August 1990-December 1990]: August 1990 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1990-December 1990]: August 1990 [2]. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 8/13/1990; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080951. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Carlos Andres Perez of Venezuela, August 13, 1990, NAID 428080951. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1990-December 1990]: August 1990 [2], NAID 325592648. Digital object: 1990-08-13--Perez.pdf, object ID 428080952, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-13--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551693, 91112-001, source pages 85-87.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1990-08-13--Perez.pdf,https://catalog.archives.gov/id/428080951,"[Presidential Daily Backup] 8/13/1990; [Presidential Daily Diary] 8/13/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-08_13_90-12834-014_415890739.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-08_13_90-12834-013_415890738.pdf","https://catalog.archives.gov/id/415890739; https://catalog.archives.gov/id/415890738"
12,Venezuela,1990-10-01,"October 1, 1990",Memcon,Memorandum of Conversation,"Meeting with President Carlos Andres Perez of Venezuela, October 1, 1990","George H. W. Bush; Carlos Andres Perez",6,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990,428081109,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 10/1/1990; Type Memcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428081109. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with President Carlos Andres Perez of Venezuela, October 1, 1990, NAID 428081109. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1990-December 1990]: October 1990, NAID 325541480. Digital object: 1990-10-01--Perez.pdf, object ID 428081110, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551671, 91108-002, source pages 107-111.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-10-01--Perez.pdf,https://catalog.archives.gov/id/428081109,"[Presidential Daily Backup] 10/01/1990; [Presidential Daily Diary] 10/01/1990","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_01_90-12838-004_415890837.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_01_90-12838-003_415890836.pdf","https://catalog.archives.gov/id/415890837; https://catalog.archives.gov/id/415890836"
12,Venezuela,1990-12-08,"December 8, 1990",Memcon,Memorandum of Conversation,"Memorandum of Conversation of Expanded Bilateral Meeting with President Carlos Andres Perez of Venezuela, December 8, 1990","George H. W. Bush; Carlos Andres Perez",9,Full,Presidential Memcon Files,[Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990,428081239,"Presidential Memcon Files; [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 12/8/1990; Type Memcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428081239. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Memorandum of Conversation of Expanded Bilateral Meeting with President Carlos Andres Perez of Venezuela, December 8, 1990, NAID 428081239. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons)-July 1990-December 1990]: December 1990, NAID 325541483. Digital object: 1990-12-08--Perez.pdf, object ID 428081240, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-08--Perez.pdf. Access restriction: Unrestricted.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Memcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1990-12-08--Perez.pdf,https://catalog.archives.gov/id/428081239,"[Presidential Daily Backup] 12/8/1990; [Presidential Daily Diary] 12/8/1990 [EMPTY]","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_08_90-12844-008_415890975.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_08_90-12844-007_415890974.pdf","https://catalog.archives.gov/id/415890975; https://catalog.archives.gov/id/415890974"
12,Venezuela,1991-02-08,"February 8, 1991",Telcon,Memorandum of Telephone Conversation,"Telephone conversation with President Carlos Andres Perez of Venezuela, February 8, 1991","George H. W. Bush; Carlos Andres Perez",8,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1],428081439,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1]. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 2/8/1991; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428081439. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone conversation with President Carlos Andres Perez of Venezuela, February 8, 1991, NAID 428081439. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: February 1991 [1], NAID 325592654. Digital object: 1991-02-08--Perez.pdf, object ID 428081440, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551697, 91112-005, source pages 57-62; Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551697, 91112-005, source pages 56-56.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-02-08--Perez.pdf,https://catalog.archives.gov/id/428081439,"[Presidential Daily Backup] 2/8/1991; [Presidential Daily Diary] 2/8/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-02_08_91-12848-016_415891099.pdf; https://s3.amazonaws.com/NARAprodstorage/opastorage/live/45/1863/186345/content/arcmedia/media/images/40/21/40-2097a.gif","https://catalog.archives.gov/id/415891099; https://catalog.archives.gov/id/415891098"
12,Venezuela,1991-04-09,"April 9, 1991",Telcon,Memorandum of Telephone Conversation,"Telephone Conversation with President Carlos Andres Perez of Venezuela, April 9, 1991","George H. W. Bush; Carlos Andres Perez",6,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991,428081595,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 4/9/1991; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428081595. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with President Carlos Andres Perez of Venezuela, April 9, 1991, NAID 428081595. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991, NAID 325592657. Digital object: 1991-04-09--Perez.pdf, object ID 428081596, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-09--Perez.pdf. Access restriction: Unrestricted.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-09--Perez.pdf,https://catalog.archives.gov/id/428081595,"[Presidential Daily Backup] 4/9/1991; [Presidential Daily Diary] 4/9/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_09_91-12853-012_415891219.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_09_91-12853-011_415891218.pdf","https://catalog.archives.gov/id/415891219; https://catalog.archives.gov/id/415891218"
12,Venezuela,1991-04-20,"April 20, 1991",Telcon,Memorandum of Telephone Conversation,"Telcon with Carlos Andres Perez, President of Venezuela on April 20, 1991","George H. W. Bush; Carlos Andres Perez",4,Full,Presidential Telcon Files,[Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991,428081653,"Presidential Telcon Files; [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 4/20/1991; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428081653. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telcon with Carlos Andres Perez, President of Venezuela on April 20, 1991, NAID 428081653. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - January 1991-April 1991]: April 1991, NAID 325592657. Digital object: 1991-04-20--Perez.pdf, object ID 428081654, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-20--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551699, 91112-007, source pages 61-64.","Latin America; South America; Venezuela; Bush Library Memcons and Telcons; Telcon",https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1991-04-20--Perez.pdf,https://catalog.archives.gov/id/428081653,"[Presidential Daily Backup] 4/20/1991; [Presidential Daily Diary] 4/20/1991","https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_20_91-12855-002_415891241.pdf; https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-04_20_91-12855-001_415891240.pdf","https://catalog.archives.gov/id/415891241; https://catalog.archives.gov/id/415891240"
