ledger_rank,review_priority,country_risk_level,country_risk_score,source_family,repository,record_group_or_collection,series,subseries_or_file_group,folder_title,folder_or_file_id,folder_naid,parent_collection_naid,evidence_classes,countries,years,date_span,verified_private_record_count,duplicate_private_source_count,print_candidate_count,high_priority_print_candidate_count,daily_diary_backup_reference_count,total_evidence_rows,verified_private_page_total,duplicate_source_page_total,print_candidate_page_starts,access_or_release_statuses,foia_numbers,source_note_statuses,sample_private_records,sample_duplicate_private_sources,sample_print_candidates,sample_diary_backup_references,recommended_compiler_use,catalog_url,pdf_url,parent_collection_url,source_notes,provenance_trail
690,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 10/30/1989,12809-021,415890164,186322,Daily diary/backup reference,Colombia,1989,1989-10-30,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-10-30 - [Presidential Daily Diary] 10/30/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890164,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-10_30_89-12809-021_415890164.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/30/1989. Access restriction: Restricted - Possibly.","12809-021; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
691,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 10/31/1991,12872-001,415891630,186322,Daily diary/backup reference,Argentina,1991,1991-10-31,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-10-31 - [Presidential Daily Diary] 10/31/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891630,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-10_31_91-12872-001_415891630.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/31/1991. Access restriction: Restricted - Possibly.","12872-001; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
692,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 10/31/1992,26862-001,415892370,186322,Daily diary/backup reference,Argentina,1992,1992-10-31,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-10-31 - [Presidential Daily Diary] 10/31/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892370,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-10_31_92-26862-001_415892370.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/31/1992. Access restriction: Restricted - Possibly.","26862-001; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
693,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 10/5/1990,12838-011,415890844,186322,Daily diary/backup reference,"Bolivia; Colombia; Ecuador; Peru",1990,1990-10-05,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-10-05 - [Presidential Daily Diary] 10/5/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890844,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-10_05_90-12838-011_415890844.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 10/5/1990. Access restriction: Restricted - Possibly.","12838-011; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
694,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/1/1989,12810-001,415890168,186322,Daily diary/backup reference,Venezuela,1989,1989-11-01,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-11-01 - [Presidential Daily Diary] 11/1/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890168,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_01_89-12810-001_415890168.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/1/1989. Access restriction: Restricted - Possibly.","12810-001; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
695,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/1/1991,12872-004,415891633,186322,Daily diary/backup reference,Argentina,1991,1991-11-01,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-11-01 - [Presidential Daily Diary] 11/1/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891633,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-11_01_91-12872-004_415891633.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/1/1991. Access restriction: Restricted - Possibly.","12872-004; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
696,Reference,Critical,89,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/13/1989,12811-005,415890192,186322,Daily diary/backup reference,Paraguay,1989,1989-11-13,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-11-13 - [Presidential Daily Diary] 11/13/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890192,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_13_89-12811-005_415890192.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/13/1989. Access restriction: Restricted - Possibly.","12811-005; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
697,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/14/1991,12873-012,415891660,186322,Daily diary/backup reference,Argentina,1991,1991-11-14,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-11-14 - [Presidential Daily Diary] 11/14/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891660,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-11_14_91-12873-012_415891660.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/14/1991. Access restriction: Restricted - Possibly.","12873-012; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
698,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/15/1991,12873-014,415891662,186322,Daily diary/backup reference,Venezuela,1991,1991-11-15,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-11-15 - [Presidential Daily Diary] 11/15/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891662,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-11_15_91-12873-014_415891662.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/15/1991. Access restriction: Restricted - Possibly.","12873-014; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
699,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/16/1991,12873-016,415891664,186322,Daily diary/backup reference,Argentina,1991,1991-11-16,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-11-16 - [Presidential Daily Diary] 11/16/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891664,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-11_16_91-12873-016_415891664.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/16/1991. Access restriction: Restricted - Possibly.","12873-016; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
700,Reference,Critical,90,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/19/1992,26863-007,415892408,186322,Daily diary/backup reference,"Ecuador; Suriname",1992,1992-11-19,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-11-19 - [Presidential Daily Diary] 11/19/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892408,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-11_19_92-26863-007_415892408.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/19/1992. Access restriction: Restricted - Possibly.","26863-007; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
701,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/23/1990 [EMPTY],12843-005,415890944,186322,Daily diary/backup reference,Colombia,1990,1990-11-23,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-11-23 - [Presidential Daily Diary] 11/23/1990 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890944,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-11_23_90-12843-005_415890944.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/23/1990 [EMPTY]. Access restriction: Restricted - Possibly.","12843-005; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
702,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/27/1989 [EMPTY],12812-011,415890220,186322,Daily diary/backup reference,Colombia,1989,1989-11-27,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-11-27 - [Presidential Daily Diary] 11/27/1989 [EMPTY],"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890220,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_27_89-12812-011_415890220.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/27/1989 [EMPTY]. Access restriction: Restricted - Possibly.","12812-011; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
703,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/27/1992,26863-023,415892424,186322,Daily diary/backup reference,Venezuela,1992,1992-11-27,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-11-27 - [Presidential Daily Diary] 11/27/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892424,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-11_27_92-26863-023_415892424.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/27/1992. Access restriction: Restricted - Possibly.","26863-023; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
704,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/28/1990,12843-015,415890954,186322,Daily diary/backup reference,Uruguay,1990,1990-11-28,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-11-28 - [Presidential Daily Diary] 11/28/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890954,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-11_28_90-12843-015_415890954.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/28/1990. Access restriction: Restricted - Possibly.","12843-015; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
705,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/5/1992,26862-011,415892380,186322,Daily diary/backup reference,Argentina,1992,1992-11-05,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-11-05 - [Presidential Daily Diary] 11/5/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892380,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-11_05_92-26862-011_415892380.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/5/1992. Access restriction: Restricted - Possibly.","26862-011; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
706,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/6/1989,12810-011,415890178,186322,Daily diary/backup reference,Chile,1989,1989-11-06,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1989-11-06 - [Presidential Daily Diary] 11/6/1989,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890178,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1989/41-bpr-apts_sch-dd-11_06_89-12810-011_415890178.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/6/1989. Access restriction: Restricted - Possibly.","12810-011; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
707,Reference,Medium,32,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 11/8/1990,12842-003,415890914,186322,Daily diary/backup reference,"Uruguay; Venezuela",1990,1990-11-08,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-11-08 - [Presidential Daily Diary] 11/8/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890914,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-11_08_90-12842-003_415890914.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 11/8/1990. Access restriction: Restricted - Possibly.","12842-003; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
708,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/01/1992,26863-031,415892432,186322,Daily diary/backup reference,Argentina,1992,1992-12-01,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-12-01 - [Presidential Daily Diary] 12/01/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892432,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-12_01_92-26863-031_415892432.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/01/1992. Access restriction: Restricted - Possibly.","26863-031; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
709,Reference,High,68,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/03/1992,26863-035,415892436,186322,Daily diary/backup reference,Ecuador,1992,1992-12-03,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1992-12-03 - [Presidential Daily Diary] 12/03/1992,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415892436,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1992/41-bpr-apts_sch-dd-12_03_92-26863-035_415892436.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/03/1992. Access restriction: Restricted - Possibly.","26863-035; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
710,Reference,Critical,95,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/10/1990,12844-011,415890978,186322,Daily diary/backup reference,Chile,1990,1990-12-10,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-10 - [Presidential Daily Diary] 12/10/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890978,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_10_90-12844-011_415890978.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/10/1990. Access restriction: Restricted - Possibly.","12844-011; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
711,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/13/1991,12876-001,415891718,186322,Daily diary/backup reference,Argentina,1991,1991-12-13,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-12-13 - [Presidential Daily Diary] 12/13/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891718,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-12_13_91-12876-001_415891718.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/13/1991. Access restriction: Restricted - Possibly.","12876-001; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
712,Reference,Monitor,26,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/17/1990,12845-007,415890992,186322,Daily diary/backup reference,Argentina,1990,1990-12-17,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1990-12-17 - [Presidential Daily Diary] 12/17/1990,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415890992,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1990/41-bpr-apts_sch-dd-12_17_90-12845-007_415890992.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/17/1990. Access restriction: Restricted - Possibly.","12845-007; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
713,Reference,Monitor,18,Presidential Daily Diary and Backup,George H.W. Bush Library,White House Office of Appointments and Scheduling Files,Presidential Daily Diary and Presidential Daily Backup Materials,Presidential Daily Diary,[Presidential Daily Diary] 12/17/1991,12876-009,415891726,186322,Daily diary/backup reference,Venezuela,1991,1991-12-17,0,0,0,0,1,1,0,0,,Restricted - Possibly,,Supporting reference,,,,1991-12-17 - [Presidential Daily Diary] 12/17/1991,"Use to confirm timing, participants, call status, and backup packets around candidate documents.",https://catalog.archives.gov/id/415891726,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-whasf/Presidential_Daily_Diary_186322/1991/41-bpr-apts_sch-dd-12_17_91-12876-009_415891726.pdf,https://catalog.archives.gov/id/186322,"Source: George H.W. Bush Library, Bush Presidential Records, White House Office of Appointments and Scheduling Files, Presidential Daily Diary and Presidential Daily Backup Materials, [Presidential Daily Diary] 12/17/1991. Access restriction: Restricted - Possibly.","12876-009; Bush Presidential Records; Presidential Daily Diary; Presidential Daily Diary and Presidential Daily Backup Materials; White House Office of Appointments and Scheduling Files"
