source_note_status,source_note_review_flags,compiler_action,record_class,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,source_note_model,source_note,provenance_note,repository,record_group_or_collection,office_or_collection,series,subseries_or_file_group,oa_or_local_identifier,folder_or_source_title,record_naid,series_or_folder_naid,page_count_or_range,release_or_access_status,foia_or_processing,pdf_url,catalog_or_details_url,page_link,record_id
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-06-23,"June 23, 1989",Volume date range,Memorandum of Telephone Conversation,The President’s Telephone Conversation with,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-016, June 1, 1989-June 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00301-016,"June 1, 1989-June 30, 1989 [1]",,470766433,39,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-016.pdf,https://catalog.archives.gov/id/470766433,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-016.pdf#page=39,chronological-print-470766433-39-memorandum-of-telephone-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-06-23,"June 23, 1989",Volume date range,Memorandum of Telephone Conversation,The President’s Telephone Conversation with,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,126,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=126,subject-print-470766533-126-memorandum-of-telephone-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-07,"August 7, 1989",Volume date range,Memorandum,Request for Photo-op with the President for,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-009, August 1, 1989-August 15, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00302-009,"August 1, 1989-August 15, 1989 [3]",,470766446,27,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-009.pdf,https://catalog.archives.gov/id/470766446,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-009.pdf#page=27,chronological-print-470766446-27-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-07,"August 7, 1989",Volume date range,Memorandum,Request for Photo-op with the President for,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,70,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=70,subject-print-470766533-70-memorandum
FRUS-style ready,,Source note is ready for compiler review with provenance retained separately.,Declassified memcon/telcon,Venezuela,Venezuela,1989-08-22,1989-08-22,Volume date range,Telcon,Memorandum of Telephone Conversation,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Telcon Files, [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 8/22/1989; Type Telcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080211. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Telephone Conversation with Carlos Andres Perez, President of Venezuela, NAID 428080211. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Telcon Files, NAID 321498139. File unit: [Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989, NAID 325592635. Digital object: 1989-08-22--Perez.pdf, object ID 428080212, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-22--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551688, 91111-003, source pages 46-51.",George H.W. Bush Library,Bush Presidential Records,National Security Council,Presidential Telcon Files,,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989,[Memorandum of Telephone Conversations (Telcons) - August 1989-December 1989]: August 1989,428080211,325592635,4,Full,,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498139/1989-08-22--Perez.pdf,https://catalog.archives.gov/id/428080211,,bush-library-428080211
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-22,"August 22, 1989",Volume date range,Memorandum of Telephone Conversation,Memorandum of Telephone Conversation with,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,63,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=63,subject-print-470766533-63-memorandum-of-telephone-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-22,"August 22, 1989",Volume date range,Memorandum,Message from President to Prime Minister Manley,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00302-012,"August 16, 1989-August 31, 1989 [2]",,470766449,76,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf,https://catalog.archives.gov/id/470766449,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=76,chronological-print-470766449-76-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-22,"August 22, 1989",Volume date range,Memorandum of Telephone Conversation,Telephone Conversation with Carlos,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00302-012,"August 16, 1989-August 31, 1989 [2]",,470766449,55,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf,https://catalog.archives.gov/id/470766449,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=55,chronological-print-470766449-55-memorandum-of-telephone-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-22,"August 22, 1989",Volume date range,Memorandum of Telephone Conversation,Telephone Conversation with Carlos,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,64,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=64,subject-print-470766533-64-memorandum-of-telephone-conversation
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-22,"August 22, 1989",Volume date range,Memorandum of Telephone Conversation,Transmittal of Memorandum of Conversation of the,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,62,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=62,subject-print-470766533-62-memorandum-of-telephone-conversation
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-08-23,"August 23, 1989",Volume date range,Memorandum of Telephone Conversation,Transmittal of Memorandum of Conversation of the,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-012, August 16, 1989-August 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00302-012,"August 16, 1989-August 31, 1989 [2]",,470766449,53,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf,https://catalog.archives.gov/id/470766449,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-012.pdf#page=53,chronological-print-470766449-53-memorandum-of-telephone-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-09-19,"September 19, 1989",Volume date range,Memorandum,Letter to Venezuelan President on Nicaragua,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00302-019,"September 16, 1989-September 30, 1989 [3]",,470766456,72,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf,https://catalog.archives.gov/id/470766456,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf#page=72,chronological-print-470766456-72-memorandum
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-09-20,"September 20, 1989",Volume date range,Memorandum,State Department Proposed Presidential Letter to,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-019, September 16, 1989-September 30, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00302-019,"September 16, 1989-September 30, 1989 [3]",,470766456,71,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf,https://catalog.archives.gov/id/470766456,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-019.pdf#page=71,chronological-print-470766456-71-memorandum
FRUS-style ready,,Source note is ready for compiler review with provenance retained separately.,Declassified memcon/telcon,Venezuela,Venezuela,1989-09-25,1989-09-25,Volume date range,Memcon,Memorandum of Conversation,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Presidential Memcon Files, [Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989. Declassified.","Source: George H.W. Bush Presidential Library and Museum, Digital Research Room, ""Memcons and Telcons"" table (https://www.bush41library.gov/digital-research-room/about-textual-collections/memcons-and-telcons), row: Date 9/25/1989; Type Memcon; Participants Perez, Carlos Andres; Country Venezuela; Release Status Full; NAID 428080229. Priority collection for volume compilation: Latin American Directorate Chronological Files, NAID 2197972, https://catalog.archives.gov/id/2197972. National Archives Catalog item: Meeting with Venezuelan President Carlos Andres Perez, September 25, 1989, NAID 428080229. Collection: Records of the National Security Council (George H. W. Bush Administration), NAID 2163580. Series: Presidential Memcon Files, NAID 321498039. File unit: [Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989, NAID 325377393. Digital object: 1989-09-25--Perez.pdf, object ID 428080230, URL https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Perez.pdf. Access restriction: Unrestricted. Deduped local provenance: Brent Scowcroft Papers, Presidential Correspondence Files, NAID 366551664, 91107-005, source pages 86-89.",George H.W. Bush Library,Bush Presidential Records,National Security Council,Presidential Memcon Files,,[Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989,[Memorandum of Conversations (Memcons) - June 1989-December 1989]: September 1989,428080229,325377393,5,Full,,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/321498039/1989-09-25--Perez.pdf,https://catalog.archives.gov/id/428080229,,bush-library-428080229
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-09-25,"September 25, 1989",Volume date range,Memorandum of Conversation,Meeting with Venezuelan President Carlos,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-006, October 16, 1989-October 31, 1989 [3]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-006,"October 16, 1989-October 31, 1989 [3]",,470766463,7,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf,https://catalog.archives.gov/id/470766463,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-006.pdf#page=7,chronological-print-470766463-7-memorandum-of-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-09-25,"September 25, 1989",Volume date range,Memorandum of Conversation,Meeting with Venezuelan President Carlos,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00193, CF00193-018, Venezuela - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2009-0704-F.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Affairs Directorate Subject Files,"Latin American Affairs Directorate Files, Subject File 1989",CF00193-018,"Venezuela - January 20, 1989-December 31, 1989 [1]",,470766533,25,Restricted - Possibly,2009-0704-F,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf,https://catalog.archives.gov/id/470766533,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00193-018.pdf#page=25,subject-print-470766533-25-memorandum-of-conversation
FRUS-style ready,"ocr_lead_verify_page_image; high_priority_print_candidate","Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-09-30,"September 30, 1989",Volume date range,Memorandum,Your Meeting with Venezuelan Foreign Minister,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-017, September 16, 1989-September 30, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00302-017,"September 16, 1989-September 30, 1989 [1]",,470766454,6,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-017.pdf,https://catalog.archives.gov/id/470766454,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-017.pdf#page=6,chronological-print-470766454-6-memorandum
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-02,10/2/89,Volume date range,Memcon,"Meeting with Reinaldo Figueredo, Foreign Minister of",FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-002, October 1, 1989-October 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-002,"October 1, 1989-October 15, 1989 [2]",,470766459,2,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-002.pdf,https://catalog.archives.gov/id/470766459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-002.pdf#page=2,chronological-print-470766459-2-01
FRUS-style ready,ocr_lead_verify_page_image,"Verify OCR, page image, document boundaries, date, and folder provenance before printing.",Print-candidate lead,Venezuela,Venezuela,1989-10-02,"October 2, 1989",Volume date range,Memorandum of Conversation,Memorandum of Conversation between General,FRUS Volume XXXI Bush-document source-note model,"Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00303, CF00303-002, October 1, 1989-October 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,George H.W. Bush Library,Bush Presidential Records,National Security Council,Latin American Directorate Chronological Files,"Latin American Affairs Directorate Files, Chronological Files",CF00303-002,"October 1, 1989-October 15, 1989 [2]",,470766459,41,Restricted - Possibly,2015-0017-S,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-002.pdf,https://catalog.archives.gov/id/470766459,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00303-002.pdf#page=41,chronological-print-470766459-41-memorandum-of-conversation
