person_name,description,included_reasons,authority_name_collision_count,authority_name_collisions,match_caution,has_site_evidence,site_evidence_total,verified_participant_record_count,print_candidate_mention_count,public_statement_mention_count,daily_diary_reference_mention_count,countries,first_verified_record_date,latest_verified_record_date,verified_record_titles,print_candidate_mentions,public_statement_mentions,daily_diary_reference_mentions,name_variants_used,source_entry,person_id
"Perez, Julio T.","Administrative Counselor, U.S. Embassy in Georgetown [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"julio perez; julio t perez; perez julio t","Perez, Julio T., Administrative Counselor, U.S. Embassy in Georgetown [1991, 1992]",perez-julio-t
"Peters, Lee M.","Deputy Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Director, Office of Caribbean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"lee m peters; lee peters; peters lee m","Peters, Lee M., Deputy Director, Office of Brazilian Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Deputy Director, Office of Caribbean Affairs, Bureau of Inter-American Affairs, Department of State [1992]",peters-lee-m
"Philip, Maria I.","Consul, U.S. Embassy in Georgetown [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"maria i philip; maria philip; philip maria i","Philip, Maria I., Consul, U.S. Embassy in Georgetown [1991, 1992]",philip-maria-i
"Pinochet, Gen. Augusto","President of Chile until March 11, 1990",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"gen augusto pinochet; gen pinochet; pinochet gen augusto","Pinochet, Gen. Augusto, President of Chile until March 11, 1990",pinochet-gen-augusto
"Planty, Donald L.","Political and Military Counselor, U.S. Embassy in Madrid [1989]; Deputy Chief of Mission, U.S. Embassy in Oslo [1989-1992]; Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"donald l planty; donald planty; planty donald l","Planty, Donald L., Political and Military Counselor, U.S. Embassy in Madrid [1989]; Deputy Chief of Mission, U.S. Embassy in Oslo [1989-1992]; Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1992]",planty-donald-l
"Porter, Roger B.",Assistant to the President for Economic and Domestic Policy (1989-1992),"Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,6,0,6,0,0,,,,,"February 24, 1989 - High - From: JOSEPH W. HAGIN II; May 16, 1989 - High - From: JOSEPH W. HAGIN II; August 24, 1989 - Medium - (Draft Proclamation); howaney 24, 1989 - High - From: JOSEPH W. HAGIN II; fepruary 24, 1989 - High - From: JOSEPH W. HAGIN II; pepruary 24, 1989 - High - From: JOSEPH W. HAGIN II",,,"porter roger b; roger b porter; roger porter","Porter, Roger B., Assistant to the President for Economic and Domestic Policy (1989-1992)",porter-roger-b
"Quainton, Anthony Cecil Eden","Deputy Inspector General, Office of the Inspector General, Department of State until November 1989; U.S. Ambassador to Peru from December 11, 1989, until September 16, 1992; Assistant Secretary of State for Diplomatic Security from September 23, 1992","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,1,0,1,0,0,Peru,,,,Reference - Nomination of Anthony Cecil Eden Quainton as,,,"anthony cecil eden quainton; anthony quainton; quainton anthony cecil eden","Quainton, Anthony Cecil Eden, Deputy Inspector General, Office of the Inspector General, Department of State until November 1989; U.S. Ambassador to Peru from December 11, 1989, until September 16, 1992; Assistant Secretary of State for Diplomatic Security from September 23, 1992",quainton-anthony-cecil-eden
"Quasius, Peter L.","Public Affairs Officer, U.S. Embassy in Georgetown [1989]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"peter l quasius; peter quasius; quasius peter l","Quasius, Peter L., Public Affairs Officer, U.S. Embassy in Georgetown [1989]",quasius-peter-l
"Randall, Thomas L., Jr.","Consul, U.S. Embassy in Tijuana [1989-1991]; Consul, U.S. Embassy in Bogota [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"randall thomas l jr; thomas l randall; thomas randall","Randall, Thomas L., Jr., Consul, U.S. Embassy in Tijuana [1989-1991]; Consul, U.S. Embassy in Bogota [1991, 1992]",randall-thomas-l-jr
"Ranneberger, Michael E.","Deputy Chief of Mission, U.S. Embassy in Maputo [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Asuncion [1990-1992]; Deputy Director, Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"michael e ranneberger; michael ranneberger; ranneberger michael e","Ranneberger, Michael E., Deputy Chief of Mission, U.S. Embassy in Maputo [1989, 1990]; Deputy Chief of Mission, U.S. Embassy in Asuncion [1990-1992]; Deputy Director, Office of Central American Affairs, Bureau of Inter-American Affairs, Department of State [1992]",ranneberger-michael-e
"Rase, Glen R.","Economic Counselor, U.S. Embassy in Santiago [1989-1991]; Deputy Director, Office of Monetary Affairs, (International Finance and Development), Bureau of Economic and Business Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"glen r rase; glen rase; rase glen r","Rase, Glen R., Economic Counselor, U.S. Embassy in Santiago [1989-1991]; Deputy Director, Office of Monetary Affairs, (International Finance and Development), Bureau of Economic and Business Affairs, Department of State [1992]",rase-glen-r
"Ray, Charles A.","Administrative Counselor, U.S. Consulate at Chiang Mai [1989, 1990]; Special Assistant, Office of Defense Trade Controls, Bureau of Politico-Military Affairs, Department of State [1991, 1992]; Charge d’affaires ad interim, U.S. Embassy in Lima from September 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"charles a ray; charles ray; ray charles a","Ray, Charles A., Administrative Counselor, U.S. Consulate at Chiang Mai [1989, 1990]; Special Assistant, Office of Defense Trade Controls, Bureau of Politico-Military Affairs, Department of State [1991, 1992]; Charge d’affaires ad interim, U.S. Embassy in Lima from September 1992",ray-charles-a
"Reich, Otto J.","U.S. Ambassador to Venezuela until July 17, 1989","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,4,0,4,0,0,Venezuela,,,,"April 28, 1989 - High - Transmittal to the State Department of the; April 28, 1989 - High - Transmittal to the State Department of the; August 7, 1989 - High - Request for Photo-op with the President for; August 7, 1989 - Medium - Request for Photo-op with the President for",,,"otto j reich; otto reich; reich otto j","Reich, Otto J., U.S. Ambassador to Venezuela until July 17, 1989",reich-otto-j
"Roberts, David A.","Administrative Counselor, U.S. Embassy in Jakarta [1989, 1990]; Administrative Counselor, U.S. Embassy in Lima [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"david a roberts; david roberts; roberts david a","Roberts, David A., Administrative Counselor, U.S. Embassy in Jakarta [1989, 1990]; Administrative Counselor, U.S. Embassy in Lima [1991, 1992]",roberts-david-a
"Rodriguez, Andres","President of Paraguay from May 15, 1989","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,yes,37,2,10,1,24,"Argentina; Bolivia; Brazil; Chile; Colombia; Ecuador; Paraguay; Peru; Uruguay; Venezuela",1990-06-15,1991-01-31,"1990-06-15 - Memcon - Meeting with Andres Rodriguez of Paraguay, June 15, 1990; 1991-01-31 - Telcon - Telephone ccmversation with President Andres Rodriguez of Paraguay, January 31, 1991","May 9, 1989 - High - Request for Aircraft for U.S. Official Delegation; May 9, 1989 - High - Request for Aircraft for U.S. Official Delegation; May 9, 1989 - High - Request for Aircraft to Transport the U.S. Delegation; May 9, 1989 - High - Request for Aircraft to Transport the U.S. Delegation; May 10, 1989 - Medium - Presidential Message to Paraguay's new President; May 12, 1989 - Medium - Letter of Congratulations to the President-elect; May 15, 1989 - Medium - Request for Aircraft for U.S. Official Delegation; September 20, 1989 - High - Request from Paraguayan President Rodriguez to Meet; High - CONTINGENCY TALKING POINTS FOR USE WITH PRESIDENT ANDRES RODRIGUEZ OF PARAGUAY I enjoyed learning about Paraguay from you at the dinner; High - Reauest from Paraguayan President Rodriguez to Meet",1990-06-15 - Statement by Press Secretary Fitzwater on President Bush's Meeting With President Andrés Rodriguez Pedotti of Paraguay,"1989-04-01 - Presidential Daily Backup - [Presidential Daily Backup] 4/1/1989; 1989-05-02 - Presidential Daily Backup - [Presidential Daily Backup] 5/2/1989; 1989-09-25 - Presidential Daily Backup - [Presidential Daily Backup] 9/25/1989; 1990-04-26 - Presidential Daily Backup - [Presidential Daily Backup] 4/26/1990; 1990-04-26 - Presidential Daily Diary - [Presidential Daily Diary] 4/26/1990; 1990-05-01 - Presidential Daily Backup - [Presidential Daily Backup] 5/1/1990; 1990-05-08 - Presidential Daily Backup - [Presidential Daily Backup] 5/8/1990; 1990-05-08 - Presidential Daily Diary - [Presidential Daily Diary] 5/8/1990; 1990-06-15 - Presidential Daily Backup - [Presidential Daily Backup] 6/15/1990; 1990-06-15 - Presidential Daily Diary - [Presidential Daily Diary] 6/15/1990; 1990-06-26 - Presidential Daily Backup - [Presidential Daily Backup] 6/26/1990; 1990-11-28 - Presidential Daily Backup - [Presidential Daily Backup] 11/28/1990; 1991-02-20 - Presidential Daily Backup - [Presidential Daily Backup] 2/20/1991; 1991-02-26 - Presidential Daily Backup - [Presidential Daily Backup] 2/26/1991; 1991-03-19 - Presidential Daily Backup - [Presidential Daily Backup] 3/19/1991; 1991-05-03 - Presidential Daily Backup - [Presidential Daily Backup] 5/3/1991; 1991-06-27 - Presidential Daily Backup - [Presidential Daily Backup] 6/27/1991; 1991-11-14 - Presidential Daily Backup - [Presidential Daily Backup] 11/14/1991; 1992-04-09 - Presidential Daily Backup - [Presidential Daily Backup] 4/9/1992; 1992-04-28 - Presidential Daily Backup - [Presidential Daily Backup] 4/28/1992","andres rodriguez; rodriguez andres","Rodriguez, Andres, President of Paraguay from May 15, 1989",rodriguez-andres
"Roe, Charlotte E.","Labor Attache, U.S. Embassy in Tel Aviv [1990]; Labor Attache, U.S. Embassy in Bogota [1990-1992]; Officer-in-Charge, Agricultural Development Division, Office of International Development Assistance, Office of the Deputy Assistant Secretary for International Development and Technical Specialized Agency Affairs, Bureau of International Organization Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"charlotte e roe; charlotte roe; roe charlotte e","Roe, Charlotte E., Labor Attache, U.S. Embassy in Tel Aviv [1990]; Labor Attache, U.S. Embassy in Bogota [1990-1992]; Officer-in-Charge, Agricultural Development Division, Office of International Development Assistance, Office of the Deputy Assistant Secretary for International Development and Technical Specialized Agency Affairs, Bureau of International Organization Affairs, Department of State [1992]",roe-charlotte-e
"Rogers, Alan A.","Public Affairs Officer, U.S. Embassy in Asuncion [1989, 1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"alan a rogers; alan rogers; rogers alan a","Rogers, Alan A., Public Affairs Officer, U.S. Embassy in Asuncion [1989, 1990]",rogers-alan-a
"Salazar, John M.","Administrative Counselor, U.S. Embassy in Montevideo [1989, 1990]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"john m salazar; john salazar; salazar john m","Salazar, John M., Administrative Counselor, U.S. Embassy in Montevideo [1989, 1990]",salazar-john-m
"Sanchez-Carlo, Maria","Labor Attache, U.S. Embassy in Lima [1989, 1990]; Principal Officer, U.S. Consulate at Recife [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"maria sanchez carlo; sanchez carlo maria","Sanchez-Carlo, Maria, Labor Attache, U.S. Embassy in Lima [1989, 1990]; Principal Officer, U.S. Consulate at Recife [1992]",sanchez-carlo-maria
"Sanguinetti Coirolo, Julio Maria","President of Uruguay until March 1, 1990","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,no,0,0,0,0,0,,,,,,,,"julio maria sanguinetti coirolo; julio sanguinetti coirolo; sanguinetti coirolo julio maria","Sanguinetti Coirolo, Julio Maria, President of Uruguay until March 1, 1990",sanguinetti-coirolo-julio-maria
"Sarney Costa, Jose","President of Brazil until March 14, 1990","South America country or capital in name authority entry; Name appears in site record metadata or OCR candidate text",0,,,no,0,0,0,0,0,,,,,,,,"jose sarney costa; sarney costa jose","Sarney Costa, Jose, President of Brazil until March 14, 1990",sarney-costa-jose
"Saucher, Robert","Consul, U.S. Embassy in Paramaribo [1989]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"robert saucher; saucher robert","Saucher, Robert, Consul, U.S. Embassy in Paramaribo [1989]",saucher-robert
"Savage, John R.","Economic Counselor, U.S. Embassy in Quito [1989-1992]; Political and Economic Counselor, U.S. Embassy in Bridgetown [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"john r savage; john savage; savage john r","Savage, John R., Economic Counselor, U.S. Embassy in Quito [1989-1992]; Political and Economic Counselor, U.S. Embassy in Bridgetown [1992]",savage-john-r
"Schlosser, John K.","Office of Caribbean Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Political Counselor, U.S. Embassy in Paramaribo [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"john k schlosser; john schlosser; schlosser john k","Schlosser, John K., Office of Caribbean Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Political Counselor, U.S. Embassy in Paramaribo [1991, 1992]",schlosser-john-k
"Schrage, Barbara J.","Deputy Director (Middle East, Latin America, Europe, Peacekeeping, Arms Control, Environment, Law of the Sea, and Outer Space), Office of UN Political Affairs, Office of the Deputy Assistant Secretary for UN Political Affairs, Bureau of International Organization Affairs, Department of State [1989]; Taiwan Coordination Adviser, Office of Regional Affairs, Bureau of East Asian and Pacific Affairs, Department of State [1990-1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"barbara j schrage; barbara schrage; schrage barbara j","Schrage, Barbara J., Deputy Director (Middle East, Latin America, Europe, Peacekeeping, Arms Control, Environment, Law of the Sea, and Outer Space), Office of UN Political Affairs, Office of the Deputy Assistant Secretary for UN Political Affairs, Bureau of International Organization Affairs, Department of State [1989]; Taiwan Coordination Adviser, Office of Regional Affairs, Bureau of East Asian and Pacific Affairs, Department of State [1990-1992]",schrage-barbara-j
"Schuler, Elizabeth","Consul, U.S. Embassy in Abidjan [1989]; Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"elizabeth schuler; schuler elizabeth","Schuler, Elizabeth, Consul, U.S. Embassy in Abidjan [1989]; Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]",schuler-elizabeth
"Scowcroft, Gen. Brent","USAF (Ret.), President’s Assistant for National Security Affairs from January 1989","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,4,0,4,0,0,Chile,,,,"High - ; Request by Amb Gillespie; High - REQ. BY CHILEAN FM FOR MEETING; High - Request by Amb Gillespie; High - Request by Amb Gillespie",,,"gen brent scowcroft; gen scowcroft; scowcroft gen brent","Scowcroft, Gen. Brent, USAF (Ret.), President’s Assistant for National Security Affairs from January 1989",scowcroft-gen-brent
"Segura-Giron, Bernardo","Administrative Counselor, U.S. Embassy in Manama [1989, 1990]; Administrative Counselor, U.S. Embassy in Buenos Aires [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"bernardo segura giron; segura giron bernardo","Segura-Giron, Bernardo, Administrative Counselor, U.S. Embassy in Manama [1989, 1990]; Administrative Counselor, U.S. Embassy in Buenos Aires [1991, 1992]",segura-giron-bernardo
"Sens, Andrew","Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Executive Assistant, Bureau of Inter-American Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"andrew sens; sens andrew","Sens, Andrew, Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990, 1991]; Executive Assistant, Bureau of Inter-American Affairs, Department of State [1992]",sens-andrew
"Service, Robert E.","Deputy Chief of Mission, U.S. Embassy in Buenos Aires [1989]; Deputy Chief of Mission, U.S. Embassy in Brasilia [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"robert e service; robert service; service robert e","Service, Robert E., Deputy Chief of Mission, U.S. Embassy in Buenos Aires [1989]; Deputy Chief of Mission, U.S. Embassy in Brasilia [1990-1992]",service-robert-e
"Shapiro, Charles S.","Political Counselor, U.S. Embassy in San Salvador [1989]; Deputy Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1989, 1990]; Chief, Andean/South American Division, Office of Program Management, Bureau of International Narcotics Matters, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Port-of-Spain [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"charles s shapiro; charles shapiro; shapiro charles s","Shapiro, Charles S., Political Counselor, U.S. Embassy in San Salvador [1989]; Deputy Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1989, 1990]; Chief, Andean/South American Division, Office of Program Management, Bureau of International Narcotics Matters, Department of State [1990, 1991]; Deputy Chief of Mission, U.S. Embassy in Port-of-Spain [1991, 1992]",shapiro-charles-s
"Shelton, J. Michael","Economic and Commercial Counselor, U.S. Embassy in La Paz [1990-1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"j michael shelton; j shelton; shelton j michael","Shelton, J. Michael, Economic and Commercial Counselor, U.S. Embassy in La Paz [1990-1992]",shelton-j-michael
"Shlaudeman, Harry W.","U.S. Ambassador to Brazil until May 14, 1989; Consultant, Department of State, from 1989 until 1990; U.S. Ambassador to Nicaragua from June 21, 1990, until March 14, 1992",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"harry shlaudeman; harry w shlaudeman; shlaudeman harry w","Shlaudeman, Harry W., U.S. Ambassador to Brazil until May 14, 1989; Consultant, Department of State, from 1989 until 1990; U.S. Ambassador to Nicaragua from June 21, 1990, until March 14, 1992",shlaudeman-harry-w
"Simon, Hugh, Jr.","Political Counselor, U.S. Embassy in Quito [1989-1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"hugh simon; simon hugh jr","Simon, Hugh, Jr., Political Counselor, U.S. Embassy in Quito [1989-1991]",simon-hugh-jr
"Simon, Victoria","Commercial Counselor, U.S. Embassy in Quito [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"simon victoria; victoria simon","Simon, Victoria, Commercial Counselor, U.S. Embassy in Quito [1992]",simon-victoria
"Simonds, Katherine K.","Economic and Commercial Counselor, U.S. Embassy in Georgetown [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"katherine k simonds; katherine simonds; simonds katherine k","Simonds, Katherine K., Economic and Commercial Counselor, U.S. Embassy in Georgetown [1991, 1992]",simonds-katherine-k
"Simons, Paul","Member, Policy Planning Staff, Department of State [1990, 1991]; Economic Counselor, U.S. Embassy in Quito [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"paul simons; simons paul","Simons, Paul, Member, Policy Planning Staff, Department of State [1990, 1991]; Economic Counselor, U.S. Embassy in Quito [1992]",simons-paul
"Simpkins, Roy C.","Science Attache, U.S. Embassy in Mexico City [1989-1991]; Science Attache, U.S. Embassy in Brasilia [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"roy c simpkins; roy simpkins; simpkins roy c","Simpkins, Roy C., Science Attache, U.S. Embassy in Mexico City [1989-1991]; Science Attache, U.S. Embassy in Brasilia [1992]",simpkins-roy-c
"Skinner, Samuel K.","Secretary of Transportation; White House Chief of Staff from December 16, 1991, until August 29, 1992",Core U.S. principal for Bush 41 South America records,0,,,no,0,0,0,0,0,,,,,,,,"samuel k skinner; samuel skinner; skinner samuel k","Skinner, Samuel K., Secretary of Transportation; White House Chief of Staff from December 16, 1991, until August 29, 1992",skinner-samuel-k
"Skol, Michael M.","Deputy Assistant Secretary for South America, Bureau of Inter-American Affairs, Department of State [1989, 1990]; U.S. Ambassador to Venezuela from November 19, 1990","South America country or capital in name authority entry; Senior regional-policy role; Name appears in site record metadata or OCR candidate text",0,,,yes,2,0,2,0,0,"Bolivia; Brazil; Colombia; Peru",,,,"11/01/1988 - Reference - To Tyrus W. Cobb; December 4, 1989 - High - Proposed U.S.-Andean Public Awareness",,,"michael m skol; michael skol; skol michael m","Skol, Michael M., Deputy Assistant Secretary for South America, Bureau of Inter-American Affairs, Department of State [1989, 1990]; U.S. Ambassador to Venezuela from November 19, 1990",skol-michael-m
"Skoug, Kenneth N., Jr.","Deputy Chief of Mission, U.S. Embassy in Caracas [1989, 1990]; Charge d’Affaires ad interim, U.S. Embassy in Caracas from July 1, 1989, until September 1, 1990",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"kenneth n skoug; kenneth skoug; skoug kenneth n jr","Skoug, Kenneth N., Jr., Deputy Chief of Mission, U.S. Embassy in Caracas [1989, 1990]; Charge d’Affaires ad interim, U.S. Embassy in Caracas from July 1, 1989, until September 1, 1990",skoug-kenneth-n-jr
"Sleght, Alexander K.","Director, Office of United Nations Social and Refugee Affairs, Office of the Deputy Assistant Secretary for International Social and Humanitarian Affairs, Bureau of International Organization Affairs, Department of State [1989, 1990]; Deputy Director, Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1992]",Senior regional-policy role,0,,,no,0,0,0,0,0,,,,,,,,"alexander k sleght; alexander sleght; sleght alexander k","Sleght, Alexander K., Director, Office of United Nations Social and Refugee Affairs, Office of the Deputy Assistant Secretary for International Social and Humanitarian Affairs, Bureau of International Organization Affairs, Department of State [1989, 1990]; Deputy Director, Office of Policy Planning Coordination, Bureau of Inter-American Affairs, Department of State [1992]",sleght-alexander-k
"Smith, Keith C.","Deputy Chief of Mission, U.S. Embassy in Oslo [1989]; Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Deputy Special Adviser for Eastern European Assistance, Bureau of European and Canadian Affairs, Department of State [1991]; Deputy for Policy, Bureau of European and Canadian Affairs, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"keith c smith; keith smith; smith keith c","Smith, Keith C., Deputy Chief of Mission, U.S. Embassy in Oslo [1989]; Director, Office of Southern Cone Affairs, Bureau of Inter-American Affairs, Department of State [1990]; Deputy Special Adviser for Eastern European Assistance, Bureau of European and Canadian Affairs, Department of State [1991]; Deputy for Policy, Bureau of European and Canadian Affairs, Department of State [1992]",smith-keith-c
"Specht, Linda S.","Economic and Commercial Counselor, U.S. Embassy in Paramaribo [1991, 1992]; Consul, U.S. Embassy in Port Moresby [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"linda s specht; linda specht; specht linda s","Specht, Linda S., Economic and Commercial Counselor, U.S. Embassy in Paramaribo [1991, 1992]; Consul, U.S. Embassy in Port Moresby [1992]",specht-linda-s
"Stebbing, David","Chief, Food Policy Division, Office of Food Policy and Programs, (Trade and Commercial Affairs), Bureau of Economic and Business Affairs, Department of State [1989]; Economic Counselor, U.S. Embassy in Lima [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"david stebbing; stebbing david","Stebbing, David, Chief, Food Policy Division, Office of Food Policy and Programs, (Trade and Commercial Affairs), Bureau of Economic and Business Affairs, Department of State [1989]; Economic Counselor, U.S. Embassy in Lima [1990, 1991]",stebbing-david
"Sternberg, Leslie","Economic and Commercial Counselor, U.S. Embassy in La Paz [1989, 1990]; Office of Soviet Union Affairs, Bureau of European and Canadian Affairs, Department of State [1990, 1991]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"leslie sternberg; sternberg leslie","Sternberg, Leslie, Economic and Commercial Counselor, U.S. Embassy in La Paz [1989, 1990]; Office of Soviet Union Affairs, Bureau of European and Canadian Affairs, Department of State [1990, 1991]",sternberg-leslie
"Strasser, Daniel A.","Political Counselor, U.S. Consulate at Rio de Janeiro [1989-1991]; Chief, South America Division, Office of Program Management, Bureau of International Narcotics Matters, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"daniel a strasser; daniel strasser; strasser daniel a","Strasser, Daniel A., Political Counselor, U.S. Consulate at Rio de Janeiro [1989-1991]; Chief, South America Division, Office of Program Management, Bureau of International Narcotics Matters, Department of State [1992]",strasser-daniel-a
"Stroessner, Alfredo","President of Paraguay until February 3, 1989",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"alfredo stroessner; stroessner alfredo","Stroessner, Alfredo, President of Paraguay until February 3, 1989",stroessner-alfredo
"Sununu, John H.","White House Chief of Staff from January 21, 1989, until December 15, 1991; Counselor to the President from December 16, 1991, until February 28, 1992","Core U.S. principal for Bush 41 South America records; Name appears in site record metadata or OCR candidate text",0,,,yes,16,0,16,0,0,"Argentina; Brazil; Colombia; Guyana; Paraguay; Venezuela",,,,"February 25, 1989 - High - President's Meeting with President; March 2, 1989 - High - Meeting with President Vinicio Cerezo of Guatemala; April 1, 1989 - High - Meeting with President Carlos Andres Perez of; April 1, 1989 - High - Meeting with President Carlos Andres Perez of; April 1, 1989 - High - Meeting with President Carlos Perez of; April 1, 1989 - High - Meeting with President Carlos Perez of; April 1, 1989 - High - Meeting with President Carlos Perez of; May 5, 1989 - Medium - DELEGATION TO THE INAUGURATION OF THE PRESIDENT OF; June 19, 1989 - High - The President’s Meeting with President; June 19, 1989 - High - The President’s Meeting with President; June 19, 1989 - High - The President’s Meeting with President |; September 25, 1989 - High - Meeting with Venezuelan President Carlos; September 25, 1989 - High - Meeting with Venezuelan President Carlos; September 27, 1989 - High - Meeting with President Carlos Menem of; September 27, 1989 - High - Meeting with President Carlos Menem of; Medium - Letter Re Candidate for President of Colombia",,,"john h sununu; john sununu; sununu john h","Sununu, John H., White House Chief of Staff from January 21, 1989, until December 15, 1991; Counselor to the President from December 16, 1991, until February 28, 1992",sununu-john-h
"Swenson, Christopher H.","Administrative Counselor, U.S. Embassy in Bogota [1989]; Administrative Counselor, U.S. Embassy in Mogadishu [1990]; Office of Inspections, Office of the Inspector General, Department of State [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"christopher h swenson; christopher swenson; swenson christopher h","Swenson, Christopher H., Administrative Counselor, U.S. Embassy in Bogota [1989]; Administrative Counselor, U.S. Embassy in Mogadishu [1990]; Office of Inspections, Office of the Inspector General, Department of State [1992]",swenson-christopher-h
"Taft, Robert A.","Commercial Counselor, U.S. Consulate at Sydney [1989, 1990]; Commercial Counselor, U.S. Embassy in Caracas [1991, 1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"robert a taft; robert taft; taft robert a","Taft, Robert A., Commercial Counselor, U.S. Consulate at Sydney [1989, 1990]; Commercial Counselor, U.S. Embassy in Caracas [1991, 1992]",taft-robert-a
"Taylor, Philip B., III","Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1989]; Deputy Chief of Mission, U.S. Embassy in Guatemala City [1989-1992]; Consul General, U.S. Consulate at Sao Paulo [1992]",South America country or capital in name authority entry,0,,,no,0,0,0,0,0,,,,,,,,"philip b taylor; philip taylor; taylor philip b iii","Taylor, Philip B., III, Director, Office of Andean Affairs, Bureau of Inter-American Affairs, Department of State [1989]; Deputy Chief of Mission, U.S. Embassy in Guatemala City [1989-1992]; Consul General, U.S. Consulate at Sao Paulo [1992]",taylor-philip-b-iii
